code,year,fertility
AFG,1800,7
AFG,1801,7
AFG,1802,7
AFG,1803,7
AFG,1804,7
AFG,1805,7
AFG,1806,7
AFG,1807,7
AFG,1808,7
AFG,1809,7
AFG,1810,7
AFG,1811,7
AFG,1812,7
AFG,1813,7
AFG,1814,7
AFG,1815,7
AFG,1816,7
AFG,1817,7
AFG,1818,7
AFG,1819,7
AFG,1820,7
AFG,1821,7
AFG,1822,7
AFG,1823,7
AFG,1824,7
AFG,1825,7
AFG,1826,7
AFG,1827,7
AFG,1828,7
AFG,1829,7
AFG,1830,7
AFG,1831,7
AFG,1832,7
AFG,1833,7
AFG,1834,7
AFG,1835,7
AFG,1836,7
AFG,1837,7
AFG,1838,7
AFG,1839,7
AFG,1840,7
AFG,1841,7
AFG,1842,7
AFG,1843,7
AFG,1844,7
AFG,1845,7
AFG,1846,7
AFG,1847,7
AFG,1848,7
AFG,1849,7
AFG,1850,7
AFG,1851,7
AFG,1852,7
AFG,1853,7
AFG,1854,7
AFG,1855,7
AFG,1856,7
AFG,1857,7
AFG,1858,7
AFG,1859,7
AFG,1860,7
AFG,1861,7
AFG,1862,7
AFG,1863,7
AFG,1864,7
AFG,1865,7
AFG,1866,7
AFG,1867,7
AFG,1868,7
AFG,1869,7
AFG,1870,7
AFG,1871,7
AFG,1872,7
AFG,1873,7
AFG,1874,7
AFG,1875,7
AFG,1876,7
AFG,1877,7
AFG,1878,7
AFG,1879,7
AFG,1880,7
AFG,1881,7
AFG,1882,7
AFG,1883,7
AFG,1884,7
AFG,1885,7
AFG,1886,7
AFG,1887,7
AFG,1888,7
AFG,1889,7
AFG,1890,7
AFG,1891,7
AFG,1892,7
AFG,1893,7
AFG,1894,7
AFG,1895,7
AFG,1896,7
AFG,1897,7
AFG,1898,7
AFG,1899,7
AFG,1900,7
AFG,1901,7
AFG,1902,7
AFG,1903,7
AFG,1904,7
AFG,1905,7
AFG,1906,7
AFG,1907,7
AFG,1908,7
AFG,1909,7
AFG,1910,7
AFG,1911,7
AFG,1912,7
AFG,1913,7
AFG,1914,7
AFG,1915,7
AFG,1916,7
AFG,1917,7
AFG,1918,7
AFG,1919,7
AFG,1920,7
AFG,1921,7
AFG,1922,7
AFG,1923,7
AFG,1924,7
AFG,1925,7
AFG,1926,7.03
AFG,1927,7.05
AFG,1928,7.08
AFG,1929,7.11
AFG,1930,7.14
AFG,1931,7.16
AFG,1932,7.19
AFG,1933,7.22
AFG,1934,7.24
AFG,1935,7.27
AFG,1936,7.3
AFG,1937,7.32
AFG,1938,7.35
AFG,1939,7.38
AFG,1940,7.4
AFG,1941,7.43
AFG,1942,7.46
AFG,1943,7.48
AFG,1944,7.51
AFG,1945,7.54
AFG,1946,7.56
AFG,1947,7.59
AFG,1948,7.62
AFG,1949,7.64
AFG,1950,7.67
AFG,1951,7.67
AFG,1952,7.67
AFG,1953,7.67
AFG,1954,7.67
AFG,1955,7.67
AFG,1956,7.67
AFG,1957,7.67
AFG,1958,7.67
AFG,1959,7.67
AFG,1960,7.67
AFG,1961,7.67
AFG,1962,7.67
AFG,1963,7.67
AFG,1964,7.67
AFG,1965,7.67
AFG,1966,7.67
AFG,1967,7.67
AFG,1968,7.67
AFG,1969,7.67
AFG,1970,7.67
AFG,1971,7.67
AFG,1972,7.67
AFG,1973,7.67
AFG,1974,7.67
AFG,1975,7.67
AFG,1976,7.67
AFG,1977,7.67
AFG,1978,7.67
AFG,1979,7.67
AFG,1980,7.67
AFG,1981,7.67
AFG,1982,7.67
AFG,1983,7.67
AFG,1984,7.68
AFG,1985,7.68
AFG,1986,7.68
AFG,1987,7.68
AFG,1988,7.68
AFG,1989,7.68
AFG,1990,7.69
AFG,1991,7.7
AFG,1992,7.73
AFG,1993,7.76
AFG,1994,7.8
AFG,1995,7.83
AFG,1996,7.86
AFG,1997,7.87
AFG,1998,7.85
AFG,1999,7.81
AFG,2000,7.73
AFG,2001,7.62
AFG,2002,7.48
AFG,2003,7.32
AFG,2004,7.14
AFG,2005,6.93
AFG,2006,6.7
AFG,2007,6.46
AFG,2008,6.2
AFG,2009,5.93
AFG,2010,5.66
AFG,2011,5.4
AFG,2012,5.14
AFG,2013,4.9
AFG,2014,4.68
AFG,2015,4.47
ALB,1800,4.6
ALB,1801,4.6
ALB,1802,4.6
ALB,1803,4.6
ALB,1804,4.6
ALB,1805,4.6
ALB,1806,4.6
ALB,1807,4.6
ALB,1808,4.6
ALB,1809,4.6
ALB,1810,4.6
ALB,1811,4.6
ALB,1812,4.6
ALB,1813,4.6
ALB,1814,4.6
ALB,1815,4.6
ALB,1816,4.6
ALB,1817,4.6
ALB,1818,4.6
ALB,1819,4.6
ALB,1820,4.6
ALB,1821,4.6
ALB,1822,4.6
ALB,1823,4.6
ALB,1824,4.6
ALB,1825,4.6
ALB,1826,4.6
ALB,1827,4.6
ALB,1828,4.6
ALB,1829,4.6
ALB,1830,4.6
ALB,1831,4.6
ALB,1832,4.6
ALB,1833,4.6
ALB,1834,4.6
ALB,1835,4.6
ALB,1836,4.6
ALB,1837,4.6
ALB,1838,4.6
ALB,1839,4.6
ALB,1840,4.6
ALB,1841,4.6
ALB,1842,4.6
ALB,1843,4.6
ALB,1844,4.6
ALB,1845,4.6
ALB,1846,4.6
ALB,1847,4.6
ALB,1848,4.6
ALB,1849,4.6
ALB,1850,4.6
ALB,1851,4.6
ALB,1852,4.6
ALB,1853,4.6
ALB,1854,4.6
ALB,1855,4.6
ALB,1856,4.6
ALB,1857,4.6
ALB,1858,4.6
ALB,1859,4.6
ALB,1860,4.6
ALB,1861,4.6
ALB,1862,4.6
ALB,1863,4.6
ALB,1864,4.6
ALB,1865,4.6
ALB,1866,4.6
ALB,1867,4.6
ALB,1868,4.6
ALB,1869,4.6
ALB,1870,4.6
ALB,1871,4.6
ALB,1872,4.6
ALB,1873,4.6
ALB,1874,4.6
ALB,1875,4.6
ALB,1876,4.6
ALB,1877,4.6
ALB,1878,4.6
ALB,1879,4.6
ALB,1880,4.6
ALB,1881,4.6
ALB,1882,4.6
ALB,1883,4.6
ALB,1884,4.6
ALB,1885,4.6
ALB,1886,4.6
ALB,1887,4.6
ALB,1888,4.6
ALB,1889,4.6
ALB,1890,4.6
ALB,1891,4.6
ALB,1892,4.6
ALB,1893,4.6
ALB,1894,4.6
ALB,1895,4.6
ALB,1896,4.6
ALB,1897,4.6
ALB,1898,4.6
ALB,1899,4.6
ALB,1900,4.6
ALB,1901,4.6
ALB,1902,4.6
ALB,1903,4.6
ALB,1904,4.6
ALB,1905,4.6
ALB,1906,4.6
ALB,1907,4.6
ALB,1908,4.6
ALB,1909,4.6
ALB,1910,4.6
ALB,1911,4.6
ALB,1912,4.6
ALB,1913,4.6
ALB,1914,4.6
ALB,1915,4.6
ALB,1916,4.6
ALB,1917,4.6
ALB,1918,4.6
ALB,1919,4.6
ALB,1920,4.6
ALB,1921,4.6
ALB,1922,4.6
ALB,1923,4.6
ALB,1924,4.6
ALB,1925,4.6
ALB,1926,4.42
ALB,1927,4.25
ALB,1928,4.07
ALB,1929,3.89
ALB,1930,3.72
ALB,1931,3.54
ALB,1932,3.36
ALB,1933,3.57
ALB,1934,3.77
ALB,1935,3.98
ALB,1936,4.19
ALB,1937,4.39
ALB,1938,4.6
ALB,1939,3.74
ALB,1940,4.19
ALB,1941,3.75
ALB,1942,4.41
ALB,1943,4.58
ALB,1944,4.76
ALB,1945,4.93
ALB,1946,5.1
ALB,1947,5.28
ALB,1948,5.45
ALB,1949,5.63
ALB,1950,5.8
ALB,1951,5.9
ALB,1952,6.07
ALB,1953,6.21
ALB,1954,6.31
ALB,1955,6.37
ALB,1956,6.4
ALB,1957,6.39
ALB,1958,6.35
ALB,1959,6.28
ALB,1960,6.19
ALB,1961,6.08
ALB,1962,5.96
ALB,1963,5.83
ALB,1964,5.71
ALB,1965,5.59
ALB,1966,5.48
ALB,1967,5.38
ALB,1968,5.27
ALB,1969,5.16
ALB,1970,5.05
ALB,1971,4.93
ALB,1972,4.81
ALB,1973,4.68
ALB,1974,4.54
ALB,1975,4.39
ALB,1976,4.24
ALB,1977,4.09
ALB,1978,3.95
ALB,1979,3.81
ALB,1980,3.68
ALB,1981,3.56
ALB,1982,3.46
ALB,1983,3.37
ALB,1984,3.3
ALB,1985,3.23
ALB,1986,3.18
ALB,1987,3.13
ALB,1988,3.08
ALB,1989,3.02
ALB,1990,2.97
ALB,1991,2.92
ALB,1992,2.87
ALB,1993,2.82
ALB,1994,2.77
ALB,1995,2.72
ALB,1996,2.67
ALB,1997,2.61
ALB,1998,2.54
ALB,1999,2.47
ALB,2000,2.38
ALB,2001,2.29
ALB,2002,2.2
ALB,2003,2.1
ALB,2004,2
ALB,2005,1.92
ALB,2006,1.85
ALB,2007,1.8
ALB,2008,1.76
ALB,2009,1.74
ALB,2010,1.74
ALB,2011,1.75
ALB,2012,1.76
ALB,2013,1.77
ALB,2014,1.78
ALB,2015,1.78
DZA,1800,6.99
DZA,1801,6.99
DZA,1802,6.99
DZA,1803,6.99
DZA,1804,6.99
DZA,1805,6.99
DZA,1806,6.99
DZA,1807,6.99
DZA,1808,6.99
DZA,1809,6.99
DZA,1810,6.99
DZA,1811,6.99
DZA,1812,6.99
DZA,1813,6.99
DZA,1814,6.99
DZA,1815,6.99
DZA,1816,6.99
DZA,1817,6.99
DZA,1818,6.99
DZA,1819,6.99
DZA,1820,6.99
DZA,1821,6.99
DZA,1822,6.99
DZA,1823,6.99
DZA,1824,6.99
DZA,1825,6.99
DZA,1826,6.99
DZA,1827,6.99
DZA,1828,6.99
DZA,1829,6.99
DZA,1830,6.99
DZA,1831,6.99
DZA,1832,6.99
DZA,1833,6.99
DZA,1834,6.99
DZA,1835,6.99
DZA,1836,6.99
DZA,1837,6.99
DZA,1838,6.99
DZA,1839,6.99
DZA,1840,6.99
DZA,1841,6.99
DZA,1842,6.99
DZA,1843,6.99
DZA,1844,6.99
DZA,1845,6.99
DZA,1846,6.99
DZA,1847,6.99
DZA,1848,6.99
DZA,1849,6.99
DZA,1850,6.99
DZA,1851,6.99
DZA,1852,6.99
DZA,1853,6.99
DZA,1854,6.99
DZA,1855,6.99
DZA,1856,6.99
DZA,1857,6.99
DZA,1858,6.99
DZA,1859,6.99
DZA,1860,6.99
DZA,1861,6.99
DZA,1862,6.99
DZA,1863,6.99
DZA,1864,6.99
DZA,1865,6.99
DZA,1866,6.99
DZA,1867,6.99
DZA,1868,6.99
DZA,1869,6.99
DZA,1870,6.99
DZA,1871,6.99
DZA,1872,6.99
DZA,1873,6.99
DZA,1874,6.99
DZA,1875,6.99
DZA,1876,6.99
DZA,1877,6.99
DZA,1878,6.99
DZA,1879,6.99
DZA,1880,6.99
DZA,1881,6.99
DZA,1882,6.99
DZA,1883,6.99
DZA,1884,6.99
DZA,1885,6.99
DZA,1886,6.99
DZA,1887,6.99
DZA,1888,6.99
DZA,1889,6.99
DZA,1890,6.99
DZA,1891,6.99
DZA,1892,6.99
DZA,1893,6.99
DZA,1894,6.99
DZA,1895,6.99
DZA,1896,6.99
DZA,1897,6.99
DZA,1898,6.99
DZA,1899,6.99
DZA,1900,6.99
DZA,1901,6.99
DZA,1902,6.99
DZA,1903,6.99
DZA,1904,6.99
DZA,1905,6.99
DZA,1906,6.99
DZA,1907,6.99
DZA,1908,6.99
DZA,1909,6.99
DZA,1910,6.99
DZA,1911,6.99
DZA,1912,6.99
DZA,1913,6.99
DZA,1914,6.99
DZA,1915,6.99
DZA,1916,6.99
DZA,1917,6.99
DZA,1918,6.99
DZA,1919,6.99
DZA,1920,6.99
DZA,1921,6.99
DZA,1922,6.99
DZA,1923,6.99
DZA,1924,6.99
DZA,1925,6.99
DZA,1926,7.02
DZA,1927,7.05
DZA,1928,7.07
DZA,1929,7.1
DZA,1930,7.12
DZA,1931,7.15
DZA,1932,7.18
DZA,1933,7.2
DZA,1934,7.23
DZA,1935,7.26
DZA,1936,7.28
DZA,1937,7.31
DZA,1938,7.33
DZA,1939,7.36
DZA,1940,7.39
DZA,1941,7.41
DZA,1942,7.44
DZA,1943,7.46
DZA,1944,7.49
DZA,1945,7.52
DZA,1946,7.54
DZA,1947,7.57
DZA,1948,7.59
DZA,1949,7.62
DZA,1950,7.65
DZA,1951,7.65
DZA,1952,7.65
DZA,1953,7.65
DZA,1954,7.65
DZA,1955,7.65
DZA,1956,7.65
DZA,1957,7.65
DZA,1958,7.65
DZA,1959,7.65
DZA,1960,7.65
DZA,1961,7.65
DZA,1962,7.65
DZA,1963,7.65
DZA,1964,7.65
DZA,1965,7.66
DZA,1966,7.66
DZA,1967,7.66
DZA,1968,7.66
DZA,1969,7.65
DZA,1970,7.64
DZA,1971,7.62
DZA,1972,7.59
DZA,1973,7.55
DZA,1974,7.49
DZA,1975,7.42
DZA,1976,7.34
DZA,1977,7.24
DZA,1978,7.14
DZA,1979,7.02
DZA,1980,6.89
DZA,1981,6.74
DZA,1982,6.58
DZA,1983,6.39
DZA,1984,6.19
DZA,1985,5.98
DZA,1986,5.75
DZA,1987,5.51
DZA,1988,5.26
DZA,1989,5.01
DZA,1990,4.76
DZA,1991,4.5
DZA,1992,4.24
DZA,1993,3.97
DZA,1994,3.71
DZA,1995,3.45
DZA,1996,3.21
DZA,1997,2.99
DZA,1998,2.79
DZA,1999,2.63
DZA,2000,2.51
DZA,2001,2.44
DZA,2002,2.41
DZA,2003,2.41
DZA,2004,2.45
DZA,2005,2.51
DZA,2006,2.58
DZA,2007,2.66
DZA,2008,2.73
DZA,2009,2.78
DZA,2010,2.82
DZA,2011,2.83
DZA,2012,2.82
DZA,2013,2.8
DZA,2014,2.76
DZA,2015,2.71
AGO,1800,6.93
AGO,1801,6.93
AGO,1802,6.93
AGO,1803,6.93
AGO,1804,6.93
AGO,1805,6.93
AGO,1806,6.93
AGO,1807,6.94
AGO,1808,6.94
AGO,1809,6.94
AGO,1810,6.94
AGO,1811,6.94
AGO,1812,6.94
AGO,1813,6.94
AGO,1814,6.94
AGO,1815,6.94
AGO,1816,6.94
AGO,1817,6.94
AGO,1818,6.94
AGO,1819,6.94
AGO,1820,6.94
AGO,1821,6.95
AGO,1822,6.95
AGO,1823,6.95
AGO,1824,6.95
AGO,1825,6.95
AGO,1826,6.95
AGO,1827,6.95
AGO,1828,6.95
AGO,1829,6.95
AGO,1830,6.95
AGO,1831,6.95
AGO,1832,6.95
AGO,1833,6.95
AGO,1834,6.95
AGO,1835,6.96
AGO,1836,6.96
AGO,1837,6.96
AGO,1838,6.96
AGO,1839,6.96
AGO,1840,6.96
AGO,1841,6.96
AGO,1842,6.96
AGO,1843,6.96
AGO,1844,6.96
AGO,1845,6.96
AGO,1846,6.96
AGO,1847,6.96
AGO,1848,6.96
AGO,1849,6.97
AGO,1850,6.97
AGO,1851,6.97
AGO,1852,6.97
AGO,1853,6.97
AGO,1854,6.97
AGO,1855,6.97
AGO,1856,6.97
AGO,1857,6.97
AGO,1858,6.97
AGO,1859,6.97
AGO,1860,6.97
AGO,1861,6.97
AGO,1862,6.97
AGO,1863,6.98
AGO,1864,6.98
AGO,1865,6.98
AGO,1866,6.98
AGO,1867,6.98
AGO,1868,6.98
AGO,1869,6.98
AGO,1870,6.98
AGO,1871,6.98
AGO,1872,6.98
AGO,1873,6.98
AGO,1874,6.98
AGO,1875,6.98
AGO,1876,6.98
AGO,1877,6.99
AGO,1878,6.99
AGO,1879,6.99
AGO,1880,6.99
AGO,1881,6.99
AGO,1882,6.99
AGO,1883,6.99
AGO,1884,6.99
AGO,1885,6.99
AGO,1886,6.99
AGO,1887,6.99
AGO,1888,6.99
AGO,1889,6.99
AGO,1890,6.99
AGO,1891,7
AGO,1892,7
AGO,1893,7
AGO,1894,7
AGO,1895,7
AGO,1896,7
AGO,1897,7
AGO,1898,7
AGO,1899,7
AGO,1900,7
AGO,1901,7
AGO,1902,7
AGO,1903,7
AGO,1904,7
AGO,1905,7.01
AGO,1906,7.01
AGO,1907,7.01
AGO,1908,7.01
AGO,1909,7.01
AGO,1910,7.01
AGO,1911,7.01
AGO,1912,7.01
AGO,1913,7.01
AGO,1914,7.01
AGO,1915,7.01
AGO,1916,7.01
AGO,1917,7.01
AGO,1918,7.01
AGO,1919,7.02
AGO,1920,7.02
AGO,1921,7.02
AGO,1922,7.02
AGO,1923,7.02
AGO,1924,7.02
AGO,1925,7.02
AGO,1926,7.02
AGO,1927,7.01
AGO,1928,7.01
AGO,1929,7
AGO,1930,7
AGO,1931,7
AGO,1932,6.99
AGO,1933,6.99
AGO,1934,6.99
AGO,1935,6.98
AGO,1936,6.98
AGO,1937,6.97
AGO,1938,6.97
AGO,1939,6.97
AGO,1940,6.96
AGO,1941,6.96
AGO,1942,6.96
AGO,1943,6.95
AGO,1944,6.95
AGO,1945,6.94
AGO,1946,6.94
AGO,1947,6.94
AGO,1948,6.93
AGO,1949,6.93
AGO,1950,6.93
AGO,1951,6.94
AGO,1952,6.98
AGO,1953,7.02
AGO,1954,7.06
AGO,1955,7.1
AGO,1956,7.14
AGO,1957,7.19
AGO,1958,7.23
AGO,1959,7.28
AGO,1960,7.32
AGO,1961,7.35
AGO,1962,7.39
AGO,1963,7.41
AGO,1964,7.43
AGO,1965,7.43
AGO,1966,7.42
AGO,1967,7.4
AGO,1968,7.38
AGO,1969,7.34
AGO,1970,7.3
AGO,1971,7.26
AGO,1972,7.23
AGO,1973,7.21
AGO,1974,7.19
AGO,1975,7.19
AGO,1976,7.19
AGO,1977,7.19
AGO,1978,7.19
AGO,1979,7.2
AGO,1980,7.2
AGO,1981,7.2
AGO,1982,7.2
AGO,1983,7.21
AGO,1984,7.21
AGO,1985,7.21
AGO,1986,7.21
AGO,1987,7.2
AGO,1988,7.19
AGO,1989,7.18
AGO,1990,7.17
AGO,1991,7.14
AGO,1992,7.12
AGO,1993,7.09
AGO,1994,7.05
AGO,1995,7.02
AGO,1996,6.98
AGO,1997,6.95
AGO,1998,6.91
AGO,1999,6.88
AGO,2000,6.84
AGO,2001,6.81
AGO,2002,6.78
AGO,2003,6.74
AGO,2004,6.7
AGO,2005,6.66
AGO,2006,6.6
AGO,2007,6.52
AGO,2008,6.43
AGO,2009,6.33
AGO,2010,6.22
AGO,2011,6.1
AGO,2012,5.98
AGO,2013,5.86
AGO,2014,5.75
AGO,2015,5.65
ATG,1800,5
ATG,1801,5
ATG,1802,4.99
ATG,1803,4.99
ATG,1804,4.99
ATG,1805,4.98
ATG,1806,4.98
ATG,1807,4.97
ATG,1808,4.97
ATG,1809,4.97
ATG,1810,4.96
ATG,1811,4.96
ATG,1812,4.96
ATG,1813,4.95
ATG,1814,4.95
ATG,1815,4.94
ATG,1816,4.94
ATG,1817,4.94
ATG,1818,4.93
ATG,1819,4.93
ATG,1820,4.93
ATG,1821,4.92
ATG,1822,4.92
ATG,1823,4.92
ATG,1824,4.91
ATG,1825,4.91
ATG,1826,4.9
ATG,1827,4.9
ATG,1828,4.9
ATG,1829,4.89
ATG,1830,4.89
ATG,1831,4.89
ATG,1832,4.88
ATG,1833,4.88
ATG,1834,4.87
ATG,1835,4.87
ATG,1836,4.87
ATG,1837,4.86
ATG,1838,4.86
ATG,1839,4.86
ATG,1840,4.85
ATG,1841,4.85
ATG,1842,4.84
ATG,1843,4.84
ATG,1844,4.84
ATG,1845,4.83
ATG,1846,4.83
ATG,1847,4.83
ATG,1848,4.82
ATG,1849,4.82
ATG,1850,4.82
ATG,1851,4.81
ATG,1852,4.81
ATG,1853,4.8
ATG,1854,4.8
ATG,1855,4.8
ATG,1856,4.79
ATG,1857,4.79
ATG,1858,4.79
ATG,1859,4.78
ATG,1860,4.78
ATG,1861,4.77
ATG,1862,4.77
ATG,1863,4.77
ATG,1864,4.76
ATG,1865,4.76
ATG,1866,4.76
ATG,1867,4.75
ATG,1868,4.75
ATG,1869,4.75
ATG,1870,4.74
ATG,1871,4.74
ATG,1872,4.73
ATG,1873,4.73
ATG,1874,4.73
ATG,1875,4.72
ATG,1876,4.72
ATG,1877,4.72
ATG,1878,4.71
ATG,1879,4.71
ATG,1880,4.7
ATG,1881,4.7
ATG,1882,4.7
ATG,1883,4.69
ATG,1884,4.69
ATG,1885,4.69
ATG,1886,4.68
ATG,1887,4.68
ATG,1888,4.67
ATG,1889,4.67
ATG,1890,4.67
ATG,1891,4.66
ATG,1892,4.66
ATG,1893,4.66
ATG,1894,4.65
ATG,1895,4.65
ATG,1896,4.65
ATG,1897,4.64
ATG,1898,4.64
ATG,1899,4.63
ATG,1900,4.63
ATG,1901,4.63
ATG,1902,4.62
ATG,1903,4.62
ATG,1904,4.62
ATG,1905,4.61
ATG,1906,4.61
ATG,1907,4.6
ATG,1908,4.6
ATG,1909,4.6
ATG,1910,4.59
ATG,1911,4.59
ATG,1912,4.59
ATG,1913,4.58
ATG,1914,4.58
ATG,1915,4.58
ATG,1916,4.57
ATG,1917,4.57
ATG,1918,4.56
ATG,1919,4.56
ATG,1920,4.56
ATG,1921,4.55
ATG,1922,4.55
ATG,1923,4.55
ATG,1924,4.54
ATG,1925,4.54
ATG,1926,4.53
ATG,1927,4.53
ATG,1928,4.53
ATG,1929,4.52
ATG,1930,4.52
ATG,1931,4.52
ATG,1932,4.51
ATG,1933,4.51
ATG,1934,4.51
ATG,1935,4.5
ATG,1936,4.5
ATG,1937,4.49
ATG,1938,4.49
ATG,1939,4.49
ATG,1940,4.48
ATG,1941,4.48
ATG,1942,4.48
ATG,1943,4.47
ATG,1944,4.47
ATG,1945,4.46
ATG,1946,4.46
ATG,1947,4.46
ATG,1948,4.45
ATG,1949,4.45
ATG,1950,4.45
ATG,1951,4.46
ATG,1952,4.5
ATG,1953,4.52
ATG,1954,4.53
ATG,1955,4.53
ATG,1956,4.53
ATG,1957,4.51
ATG,1958,4.49
ATG,1959,4.46
ATG,1960,4.43
ATG,1961,4.39
ATG,1962,4.34
ATG,1963,4.3
ATG,1964,4.25
ATG,1965,4.19
ATG,1966,4.13
ATG,1967,4.04
ATG,1968,3.94
ATG,1969,3.82
ATG,1970,3.68
ATG,1971,3.52
ATG,1972,3.33
ATG,1973,3.12
ATG,1974,2.91
ATG,1975,2.7
ATG,1976,2.51
ATG,1977,2.36
ATG,1978,2.24
ATG,1979,2.16
ATG,1980,2.12
ATG,1981,2.1
ATG,1982,2.1
ATG,1983,2.1
ATG,1984,2.1
ATG,1985,2.09
ATG,1986,2.08
ATG,1987,2.07
ATG,1988,2.06
ATG,1989,2.06
ATG,1990,2.06
ATG,1991,2.07
ATG,1992,2.1
ATG,1993,2.13
ATG,1994,2.17
ATG,1995,2.21
ATG,1996,2.25
ATG,1997,2.28
ATG,1998,2.3
ATG,1999,2.32
ATG,2000,2.32
ATG,2001,2.31
ATG,2002,2.29
ATG,2003,2.27
ATG,2004,2.25
ATG,2005,2.22
ATG,2006,2.2
ATG,2007,2.18
ATG,2008,2.16
ATG,2009,2.15
ATG,2010,2.13
ATG,2011,2.12
ATG,2012,2.1
ATG,2013,2.09
ATG,2014,2.08
ATG,2015,2.06
ARG,1800,6.8
ARG,1801,6.8
ARG,1802,6.8
ARG,1803,6.8
ARG,1804,6.8
ARG,1805,6.8
ARG,1806,6.8
ARG,1807,6.8
ARG,1808,6.8
ARG,1809,6.8
ARG,1810,6.8
ARG,1811,6.8
ARG,1812,6.8
ARG,1813,6.8
ARG,1814,6.8
ARG,1815,6.8
ARG,1816,6.8
ARG,1817,6.8
ARG,1818,6.8
ARG,1819,6.8
ARG,1820,6.8
ARG,1821,6.8
ARG,1822,6.8
ARG,1823,6.8
ARG,1824,6.8
ARG,1825,6.8
ARG,1826,6.8
ARG,1827,6.8
ARG,1828,6.8
ARG,1829,6.8
ARG,1830,6.8
ARG,1831,6.8
ARG,1832,6.8
ARG,1833,6.8
ARG,1834,6.8
ARG,1835,6.8
ARG,1836,6.8
ARG,1837,6.8
ARG,1838,6.8
ARG,1839,6.8
ARG,1840,6.8
ARG,1841,6.8
ARG,1842,6.8
ARG,1843,6.8
ARG,1844,6.8
ARG,1845,6.8
ARG,1846,6.8
ARG,1847,6.8
ARG,1848,6.8
ARG,1849,6.8
ARG,1850,6.8
ARG,1851,6.8
ARG,1852,6.8
ARG,1853,6.8
ARG,1854,6.8
ARG,1855,6.8
ARG,1856,6.8
ARG,1857,6.8
ARG,1858,6.8
ARG,1859,6.8
ARG,1860,6.8
ARG,1861,6.8
ARG,1862,6.8
ARG,1863,6.8
ARG,1864,6.8
ARG,1865,6.8
ARG,1866,6.8
ARG,1867,6.8
ARG,1868,6.8
ARG,1869,6.8
ARG,1870,6.73
ARG,1871,6.65
ARG,1872,6.58
ARG,1873,6.58
ARG,1874,6.57
ARG,1875,6.57
ARG,1876,6.57
ARG,1877,6.57
ARG,1878,6.56
ARG,1879,6.56
ARG,1880,6.56
ARG,1881,6.56
ARG,1882,6.55
ARG,1883,6.47
ARG,1884,6.39
ARG,1885,6.3
ARG,1886,6.22
ARG,1887,6.14
ARG,1888,6.09
ARG,1889,6.04
ARG,1890,5.99
ARG,1891,5.94
ARG,1892,5.9
ARG,1893,6.26
ARG,1894,6.63
ARG,1895,7
ARG,1896,6.48
ARG,1897,5.96
ARG,1898,5.96
ARG,1899,5.95
ARG,1900,5.95
ARG,1901,5.94
ARG,1902,5.94
ARG,1903,5.88
ARG,1904,5.82
ARG,1905,5.76
ARG,1906,5.7
ARG,1907,5.64
ARG,1908,5.56
ARG,1909,5.49
ARG,1910,5.41
ARG,1911,5.33
ARG,1912,5.25
ARG,1913,5.28
ARG,1914,5.3
ARG,1915,5.23
ARG,1916,5.15
ARG,1917,5.08
ARG,1918,5.01
ARG,1919,4.94
ARG,1920,4.86
ARG,1921,4.79
ARG,1922,4.72
ARG,1923,4.65
ARG,1924,4.57
ARG,1925,4.5
ARG,1926,4.43
ARG,1927,4.36
ARG,1928,4.26
ARG,1929,4.17
ARG,1930,4.07
ARG,1931,3.98
ARG,1932,3.89
ARG,1933,3.8
ARG,1934,3.71
ARG,1935,3.62
ARG,1936,3.53
ARG,1937,3.44
ARG,1938,3.44
ARG,1939,3.43
ARG,1940,3.43
ARG,1941,3.42
ARG,1942,3.42
ARG,1943,3.37
ARG,1944,3.33
ARG,1945,3.29
ARG,1946,3.24
ARG,1947,3.2
ARG,1948,3.19
ARG,1949,3.18
ARG,1950,3.16
ARG,1951,3.16
ARG,1952,3.16
ARG,1953,3.15
ARG,1954,3.15
ARG,1955,3.14
ARG,1956,3.14
ARG,1957,3.13
ARG,1958,3.12
ARG,1959,3.12
ARG,1960,3.11
ARG,1961,3.1
ARG,1962,3.09
ARG,1963,3.08
ARG,1964,3.07
ARG,1965,3.06
ARG,1966,3.05
ARG,1967,3.05
ARG,1968,3.05
ARG,1969,3.06
ARG,1970,3.07
ARG,1971,3.1
ARG,1972,3.15
ARG,1973,3.2
ARG,1974,3.26
ARG,1975,3.32
ARG,1976,3.37
ARG,1977,3.39
ARG,1978,3.39
ARG,1979,3.37
ARG,1980,3.33
ARG,1981,3.27
ARG,1982,3.21
ARG,1983,3.16
ARG,1984,3.12
ARG,1985,3.09
ARG,1986,3.07
ARG,1987,3.06
ARG,1988,3.04
ARG,1989,3.02
ARG,1990,2.99
ARG,1991,2.96
ARG,1992,2.92
ARG,1993,2.88
ARG,1994,2.83
ARG,1995,2.77
ARG,1996,2.72
ARG,1997,2.66
ARG,1998,2.6
ARG,1999,2.54
ARG,2000,2.48
ARG,2001,2.42
ARG,2002,2.38
ARG,2003,2.34
ARG,2004,2.31
ARG,2005,2.29
ARG,2006,2.27
ARG,2007,2.25
ARG,2008,2.24
ARG,2009,2.23
ARG,2010,2.22
ARG,2011,2.2
ARG,2012,2.19
ARG,2013,2.18
ARG,2014,2.16
ARG,2015,2.15
ARM,1800,7.8
ARM,1801,7.8
