code,year,fertility
CHANISL,1933,2.5
CHANISL,1934,2.47
CHANISL,1935,2.45
CHANISL,1936,2.42
CHANISL,1937,2.39
CHANISL,1938,2.37
CHANISL,1939,2.34
CHANISL,1940,2.31
CHANISL,1941,2.29
CHANISL,1942,2.26
CHANISL,1943,2.24
CHANISL,1944,2.21
CHANISL,1945,2.18
CHANISL,1946,2.16
CHANISL,1947,2.13
CHANISL,1948,2.11
CHANISL,1949,2.08
CHANISL,1950,2.05
CHANISL,1951,2.05
CHANISL,1952,2.04
CHANISL,1953,2.05
CHANISL,1954,2.07
CHANISL,1955,2.11
CHANISL,1956,2.16
CHANISL,1957,2.22
CHANISL,1958,2.28
CHANISL,1959,2.35
CHANISL,1960,2.42
CHANISL,1961,2.48
CHANISL,1962,2.53
CHANISL,1963,2.55
CHANISL,1964,2.55
CHANISL,1965,2.53
CHANISL,1966,2.48
CHANISL,1967,2.4
CHANISL,1968,2.32
CHANISL,1969,2.22
CHANISL,1970,2.12
CHANISL,1971,2.02
CHANISL,1972,1.92
CHANISL,1973,1.82
CHANISL,1974,1.74
CHANISL,1975,1.66
CHANISL,1976,1.6
CHANISL,1977,1.55
CHANISL,1978,1.51
CHANISL,1979,1.48
CHANISL,1980,1.45
CHANISL,1981,1.44
CHANISL,1982,1.43
CHANISL,1983,1.43
CHANISL,1984,1.43
CHANISL,1985,1.44
CHANISL,1986,1.44
CHANISL,1987,1.45
CHANISL,1988,1.45
CHANISL,1989,1.46
CHANISL,1990,1.46
CHANISL,1991,1.46
CHANISL,1992,1.46
CHANISL,1993,1.45
CHANISL,1994,1.44
CHANISL,1995,1.43
CHANISL,1996,1.42
CHANISL,1997,1.41
CHANISL,1998,1.41
CHANISL,1999,1.4
CHANISL,2000,1.4
CHANISL,2001,1.4
CHANISL,2002,1.41
CHANISL,2003,1.41
CHANISL,2004,1.41
CHANISL,2005,1.42
CHANISL,2006,1.42
CHANISL,2007,1.42
CHANISL,2008,1.42
CHANISL,2009,1.43
CHANISL,2010,1.44
CHANISL,2011,1.44
CHANISL,2012,1.45
CHANISL,2013,1.46
CHANISL,2014,1.47
CHANISL,2015,1.47
CHL,1800,5.98
CHL,1801,5.98
CHL,1802,5.98
CHL,1803,5.98
CHL,1804,5.98
CHL,1805,5.98
CHL,1806,5.98
CHL,1807,5.98
CHL,1808,5.98
CHL,1809,5.98
CHL,1810,5.98
CHL,1811,5.98
CHL,1812,5.98
CHL,1813,5.98
CHL,1814,5.98
CHL,1815,5.98
CHL,1816,5.98
CHL,1817,5.98
CHL,1818,5.98
CHL,1819,5.98
CHL,1820,5.98
CHL,1821,5.98
CHL,1822,5.98
CHL,1823,5.98
CHL,1824,5.98
CHL,1825,5.98
CHL,1826,5.98
CHL,1827,5.98
CHL,1828,5.98
CHL,1829,5.98
CHL,1830,5.98
CHL,1831,5.98
CHL,1832,5.98
CHL,1833,5.98
CHL,1834,5.98
CHL,1835,5.98
CHL,1836,5.98
CHL,1837,5.98
CHL,1838,5.98
CHL,1839,5.98
CHL,1840,5.98
CHL,1841,6
CHL,1842,6.02
CHL,1843,6.05
CHL,1844,6.07
CHL,1845,6.09
CHL,1846,6.11
CHL,1847,6.13
CHL,1848,6.16
CHL,1849,6.18
CHL,1850,6.2
CHL,1851,6.22
CHL,1852,6.24
CHL,1853,5.99
CHL,1854,5.8
CHL,1855,5.99
CHL,1856,6.1
CHL,1857,6
CHL,1858,5.57
CHL,1859,5.57
CHL,1860,6.38
CHL,1861,5.31
CHL,1862,5.47
CHL,1863,5.47
CHL,1864,5.67
CHL,1865,4.82
CHL,1866,5.15
CHL,1867,5.29
CHL,1868,5.53
CHL,1869,5.64
CHL,1870,5.67
CHL,1871,5.56
CHL,1872,5.91
CHL,1873,6.02
CHL,1874,5.99
CHL,1875,5.71
CHL,1876,5.44
CHL,1877,5.21
CHL,1878,4.89
CHL,1879,5.44
CHL,1880,5.12
CHL,1881,6.19
CHL,1882,5.61
CHL,1883,5.72
CHL,1884,5.4
CHL,1885,3.46
CHL,1886,4.29
CHL,1887,4.42
CHL,1888,4.74
CHL,1889,5.19
CHL,1890,5.04
CHL,1891,4.6
CHL,1892,5.13
CHL,1893,5.05
CHL,1894,5.29
CHL,1895,4.85
CHL,1896,4.64
CHL,1897,4.66
CHL,1898,4.44
CHL,1899,4.49
CHL,1900,5.11
CHL,1901,5.72
CHL,1902,6.34
CHL,1903,6.3
CHL,1904,6.25
CHL,1905,6.21
CHL,1906,6.17
CHL,1907,6.12
CHL,1908,6.13
CHL,1909,6.14
CHL,1910,6.15
CHL,1911,6.16
CHL,1912,6.16
CHL,1913,6.08
CHL,1914,6
CHL,1915,5.92
CHL,1916,5.84
CHL,1917,5.76
CHL,1918,5.75
CHL,1919,5.73
CHL,1920,5.71
CHL,1921,5.7
CHL,1922,5.68
CHL,1923,5.67
CHL,1924,5.65
CHL,1925,5.64
CHL,1926,5.63
CHL,1927,5.61
CHL,1928,5.58
CHL,1929,5.54
CHL,1930,5.5
CHL,1931,5.46
CHL,1932,5.43
CHL,1933,5.32
CHL,1934,5.22
CHL,1935,5.11
CHL,1936,5.01
CHL,1937,4.9
CHL,1938,4.9
CHL,1939,4.89
CHL,1940,4.89
CHL,1941,4.88
CHL,1942,4.88
CHL,1943,4.86
CHL,1944,4.84
CHL,1945,4.82
CHL,1946,4.8
CHL,1947,4.78
CHL,1948,4.73
CHL,1949,4.67
CHL,1950,4.62
CHL,1951,4.71
CHL,1952,4.88
CHL,1953,5.04
CHL,1954,5.18
CHL,1955,5.3
CHL,1956,5.41
CHL,1957,5.49
CHL,1958,5.55
CHL,1959,5.58
CHL,1960,5.58
CHL,1961,5.54
CHL,1962,5.46
CHL,1963,5.34
CHL,1964,5.19
CHL,1965,5
CHL,1966,4.8
CHL,1967,4.59
CHL,1968,4.39
CHL,1969,4.2
CHL,1970,4.02
CHL,1971,3.85
CHL,1972,3.68
CHL,1973,3.5
CHL,1974,3.33
CHL,1975,3.16
CHL,1976,3.01
CHL,1977,2.89
CHL,1978,2.79
CHL,1979,2.72
CHL,1980,2.68
CHL,1981,2.66
CHL,1982,2.65
CHL,1983,2.65
CHL,1984,2.66
CHL,1985,2.66
CHL,1986,2.66
CHL,1987,2.65
CHL,1988,2.65
CHL,1989,2.64
CHL,1990,2.62
CHL,1991,2.6
CHL,1992,2.56
CHL,1993,2.51
CHL,1994,2.45
CHL,1995,2.39
CHL,1996,2.32
CHL,1997,2.25
CHL,1998,2.19
CHL,1999,2.14
CHL,2000,2.09
CHL,2001,2.05
CHL,2002,2.01
CHL,2003,1.99
CHL,2004,1.96
CHL,2005,1.94
CHL,2006,1.92
CHL,2007,1.9
CHL,2008,1.89
CHL,2009,1.87
CHL,2010,1.86
CHL,2011,1.84
CHL,2012,1.83
CHL,2013,1.82
CHL,2014,1.81
CHL,2015,1.8
CHN,1800,5.5
CHN,1801,5.5
CHN,1802,5.5
CHN,1803,5.5
CHN,1804,5.5
CHN,1805,5.5
CHN,1806,5.5
CHN,1807,5.5
CHN,1808,5.5
CHN,1809,5.5
CHN,1810,5.5
CHN,1811,5.5
CHN,1812,5.5
CHN,1813,5.5
CHN,1814,5.5
CHN,1815,5.5
CHN,1816,5.5
CHN,1817,5.5
CHN,1818,5.5
CHN,1819,5.5
CHN,1820,5.5
CHN,1821,5.5
CHN,1822,5.5
CHN,1823,5.5
CHN,1824,5.5
CHN,1825,5.5
CHN,1826,5.5
CHN,1827,5.5
CHN,1828,5.5
CHN,1829,5.5
CHN,1830,5.5
CHN,1831,5.5
CHN,1832,5.5
CHN,1833,5.5
CHN,1834,5.5
CHN,1835,5.5
CHN,1836,5.5
CHN,1837,5.5
CHN,1838,5.5
CHN,1839,5.5
CHN,1840,5.5
CHN,1841,5.5
CHN,1842,5.5
CHN,1843,5.5
CHN,1844,5.5
CHN,1845,5.5
CHN,1846,5.5
CHN,1847,5.5
CHN,1848,5.5
CHN,1849,5.5
CHN,1850,5.5
CHN,1851,5.5
CHN,1852,5.5
CHN,1853,5.5
CHN,1854,5.5
CHN,1855,5.5
CHN,1856,5.5
CHN,1857,5.5
CHN,1858,5.5
CHN,1859,5.5
CHN,1860,5.5
CHN,1861,5.5
CHN,1862,5.5
CHN,1863,5.5
CHN,1864,5.5
CHN,1865,5.5
CHN,1866,5.5
CHN,1867,5.5
CHN,1868,5.5
CHN,1869,5.5
CHN,1870,5.5
CHN,1871,5.5
CHN,1872,5.5
CHN,1873,5.5
CHN,1874,5.5
CHN,1875,5.5
CHN,1876,5.5
CHN,1877,5.5
CHN,1878,5.5
CHN,1879,5.5
CHN,1880,5.5
CHN,1881,5.5
CHN,1882,5.5
CHN,1883,5.5
CHN,1884,5.5
CHN,1885,5.5
CHN,1886,5.5
CHN,1887,5.5
CHN,1888,5.5
CHN,1889,5.5
CHN,1890,5.5
CHN,1891,5.5
CHN,1892,5.5
CHN,1893,5.5
CHN,1894,5.5
CHN,1895,5.5
CHN,1896,5.5
CHN,1897,5.5
CHN,1898,5.5
CHN,1899,5.5
CHN,1900,5.5
CHN,1901,5.5
CHN,1902,5.5
CHN,1903,5.5
CHN,1904,5.5
CHN,1905,5.5
CHN,1906,5.5
CHN,1907,5.5
CHN,1908,5.5
CHN,1909,5.5
CHN,1910,5.5
CHN,1911,5.5
CHN,1912,5.5
CHN,1913,5.5
CHN,1914,5.5
CHN,1915,5.5
CHN,1916,5.5
CHN,1917,5.5
CHN,1918,5.5
CHN,1919,5.5
CHN,1920,5.5
CHN,1921,5.5
CHN,1922,5.5
CHN,1923,5.5
CHN,1924,5.5
CHN,1925,5.5
CHN,1926,5.5
CHN,1927,5.5
CHN,1928,5.5
CHN,1929,5.5
CHN,1930,5.5
CHN,1931,5.48
CHN,1932,5.45
CHN,1933,5.43
CHN,1934,5.4
CHN,1935,5.38
CHN,1936,5.35
CHN,1937,5.33
CHN,1938,5.3
CHN,1939,5.28
CHN,1940,5.25
CHN,1941,5.15
CHN,1942,5.06
CHN,1943,4.96
CHN,1944,4.86
CHN,1945,4.77
CHN,1946,5
CHN,1947,5.2
CHN,1948,4.91
CHN,1949,5.54
CHN,1950,5.29
CHN,1951,5.26
CHN,1952,5.97
CHN,1953,5.67
CHN,1954,5.96
CHN,1955,5.98
CHN,1956,5.61
CHN,1957,6.21
CHN,1958,5.5
CHN,1959,4.27
CHN,1960,3.99
CHN,1961,3.28
CHN,1962,5.97
CHN,1963,7.41
CHN,1964,6.12
CHN,1965,6.02
CHN,1966,6.21
CHN,1967,5.25
CHN,1968,6.37
CHN,1969,5.67
CHN,1970,5.75
CHN,1971,5.4
CHN,1972,4.92
CHN,1973,4.51
CHN,1974,4.15
CHN,1975,3.58
CHN,1976,3.25
CHN,1977,2.87
CHN,1978,2.74
CHN,1979,2.8
CHN,1980,2.32
CHN,1981,2.71
CHN,1982,2.62
CHN,1983,2.56
CHN,1984,2.6
CHN,1985,2.65
CHN,1986,2.68
CHN,1987,2.68
CHN,1988,2.63
CHN,1989,2.55
CHN,1990,2.43
CHN,1991,2.28
CHN,1992,2.11
CHN,1993,1.95
CHN,1994,1.81
CHN,1995,1.68
CHN,1996,1.59
CHN,1997,1.52
CHN,1998,1.48
CHN,1999,1.45
CHN,2000,1.45
CHN,2001,1.46
CHN,2002,1.47
CHN,2003,1.49
CHN,2004,1.5
CHN,2005,1.51
CHN,2006,1.52
CHN,2007,1.53
CHN,2008,1.53
CHN,2009,1.54
CHN,2010,1.54
CHN,2011,1.54
CHN,2012,1.55
CHN,2013,1.56
CHN,2014,1.56
CHN,2015,1.57
COL,1800,6.19
COL,1801,6.19
COL,1802,6.19
COL,1803,6.19
COL,1804,6.19
COL,1805,6.19
COL,1806,6.19
COL,1807,6.19
COL,1808,6.19
COL,1809,6.19
COL,1810,6.19
COL,1811,6.19
COL,1812,6.19
COL,1813,6.19
COL,1814,6.19
COL,1815,6.19
COL,1816,6.19
COL,1817,6.19
COL,1818,6.19
COL,1819,6.19
COL,1820,6.19
COL,1821,6.19
COL,1822,6.19
COL,1823,6.19
COL,1824,6.19
COL,1825,6.19
COL,1826,6.19
COL,1827,6.19
COL,1828,6.19
COL,1829,6.19
COL,1830,6.19
COL,1831,6.19
COL,1832,6.19
COL,1833,6.19
COL,1834,6.19
COL,1835,6.19
COL,1836,6.19
COL,1837,6.19
COL,1838,6.19
COL,1839,6.19
COL,1840,6.19
COL,1841,6.19
COL,1842,6.19
COL,1843,6.19
COL,1844,6.19
COL,1845,6.19
COL,1846,6.19
COL,1847,6.19
COL,1848,6.19
COL,1849,6.19
COL,1850,6.19
COL,1851,6.19
COL,1852,6.19
COL,1853,6.19
COL,1854,6.19
COL,1855,6.19
COL,1856,6.19
COL,1857,6.19
COL,1858,6.19
COL,1859,6.19
COL,1860,6.19
COL,1861,6.19
COL,1862,6.19
COL,1863,6.19
COL,1864,6.19
COL,1865,6.19
COL,1866,6.19
COL,1867,6.19
COL,1868,6.19
COL,1869,6.19
COL,1870,6.19
COL,1871,6.19
COL,1872,6.19
COL,1873,6.19
COL,1874,6.19
COL,1875,6.19
COL,1876,6.19
COL,1877,6.19
COL,1878,6.19
COL,1879,6.19
COL,1880,6.19
COL,1881,6.19
COL,1882,6.19
COL,1883,6.19
COL,1884,6.19
COL,1885,6.19
COL,1886,6.19
COL,1887,6.19
COL,1888,6.19
COL,1889,6.19
COL,1890,6.19
COL,1891,6.19
COL,1892,6.19
COL,1893,6.19
COL,1894,6.19
COL,1895,6.19
COL,1896,6.19
COL,1897,6.19
COL,1898,6.19
COL,1899,6.19
COL,1900,6.19
COL,1901,6.21
COL,1902,6.23
COL,1903,6.25
COL,1904,6.27
COL,1905,6.29
COL,1906,6.32
COL,1907,6.34
COL,1908,6.34
COL,1909,6.34
COL,1910,6.34
COL,1911,6.35
COL,1912,6.35
COL,1913,6.35
COL,1914,6.35
COL,1915,6.35
COL,1916,6.35
COL,1917,6.35
COL,1918,6.36
COL,1919,6.38
COL,1920,6.39
COL,1921,6.41
COL,1922,6.42
COL,1923,6.43
COL,1924,6.44
COL,1925,6.45
COL,1926,6.46
COL,1927,6.47
COL,1928,6.42
COL,1929,6.37
COL,1930,6.33
COL,1931,6.28
COL,1932,6.24
COL,1933,6.22
COL,1934,6.19
COL,1935,6.17
COL,1936,6.15
COL,1937,6.13
COL,1938,6.13
COL,1939,6.12
COL,1940,6.12
COL,1941,6.11
COL,1942,6.11
COL,1943,6.13
COL,1944,6.16
COL,1945,6.19
COL,1946,6.22
COL,1947,6.25
COL,1948,6.42
COL,1949,6.6
COL,1950,6.78
COL,1951,6.77
COL,1952,6.76
COL,1953,6.75
COL,1954,6.75
COL,1955,6.76
COL,1956,6.77
COL,1957,6.78
COL,1958,6.79
COL,1959,6.8
COL,1960,6.81
COL,1961,6.8
COL,1962,6.78
COL,1963,6.73
COL,1964,6.66
COL,1965,6.56
COL,1966,6.42
COL,1967,6.25
COL,1968,6.05
COL,1969,5.83
COL,1970,5.6
COL,1971,5.37
COL,1972,5.15
COL,1973,4.96
COL,1974,4.78
COL,1975,4.63
COL,1976,4.5
COL,1977,4.37
COL,1978,4.25
COL,1979,4.12
COL,1980,3.99
COL,1981,3.87
COL,1982,3.74
COL,1983,3.63
COL,1984,3.53
COL,1985,3.43
COL,1986,3.35
COL,1987,3.28
COL,1988,3.21
COL,1989,3.16
COL,1990,3.1
COL,1991,3.06
COL,1992,3.01
COL,1993,2.97
COL,1994,2.92
COL,1995,2.87
COL,1996,2.82
COL,1997,2.78
COL,1998,2.73
COL,1999,2.68
COL,2000,2.64
COL,2001,2.6
COL,2002,2.57
COL,2003,2.54
COL,2004,2.52
COL,2005,2.5
COL,2006,2.48
COL,2007,2.45
COL,2008,2.43
COL,2009,2.41
COL,2010,2.38
COL,2011,2.35
COL,2012,2.32
COL,2013,2.29
COL,2014,2.26
COL,2015,2.23
COM,1800,6.01
COM,1801,6.01
COM,1802,6.01
COM,1803,6.01
COM,1804,6.01
COM,1805,6.01
COM,1806,6.01
COM,1807,6.01
COM,1808,6.01
COM,1809,6.01
COM,1810,6.01
COM,1811,6.01
COM,1812,6.01
COM,1813,6.01
COM,1814,6.01
COM,1815,6.01
COM,1816,6.01
COM,1817,6.01
COM,1818,6.01
COM,1819,6.01
COM,1820,6.01
COM,1821,6.01
COM,1822,6.01
COM,1823,6.01
COM,1824,6.01
COM,1825,6.01
COM,1826,6.01
COM,1827,6.01
COM,1828,6.01
COM,1829,6.01
COM,1830,6.01
COM,1831,6.01
COM,1832,6.01
COM,1833,6.01
COM,1834,6.01
COM,1835,6.01
COM,1836,6.01
COM,1837,6.01
COM,1838,6.01
COM,1839,6.01
COM,1840,6.01
COM,1841,6.01
COM,1842,6.01
COM,1843,6.01
COM,1844,6.01
COM,1845,6.01
COM,1846,6.01
COM,1847,6.01
COM,1848,6.01
COM,1849,6.01
COM,1850,6.01
COM,1851,6.01
COM,1852,6.01
COM,1853,6.01
COM,1854,6.01
COM,1855,6.01
COM,1856,6.01
COM,1857,6.01
COM,1858,6.01
COM,1859,6.01
COM,1860,6.01
COM,1861,6.01
COM,1862,6.01
COM,1863,6.01
COM,1864,6.01
COM,1865,6.01
COM,1866,6.01
COM,1867,6.01
COM,1868,6.01
COM,1869,6.01
COM,1870,6.01
COM,1871,6.01
COM,1872,6.01
COM,1873,6.01
COM,1874,6.01
COM,1875,6.01
COM,1876,6.01
COM,1877,6.01
COM,1878,6.01
COM,1879,6.01
COM,1880,6.01
COM,1881,6.01
COM,1882,6.01
COM,1883,6.01
COM,1884,6.01
COM,1885,6.01
COM,1886,6.01
COM,1887,6.01
COM,1888,6.01
COM,1889,6.01
COM,1890,6.01
COM,1891,6.01
COM,1892,6.01
COM,1893,6.01
COM,1894,6.01
COM,1895,6.01
COM,1896,6.01
COM,1897,6.01
COM,1898,6.01
COM,1899,6.01
COM,1900,6.01
COM,1901,6.01
COM,1902,6.01
COM,1903,6.01
COM,1904,6.01
COM,1905,6.01
COM,1906,6.01
COM,1907,6.01
COM,1908,6.01
COM,1909,6.01
COM,1910,6.01
COM,1911,6.01
COM,1912,6.01
COM,1913,6.01
COM,1914,6.01
COM,1915,6.01
COM,1916,6.01
COM,1917,6.01
COM,1918,6.01
COM,1919,6.01
COM,1920,6.01
COM,1921,6.01
COM,1922,6.01
COM,1923,6.01
COM,1924,6.01
COM,1925,6.01
COM,1926,6
COM,1927,5.98
COM,1928,5.97
COM,1929,5.96
COM,1930,5.95
COM,1931,5.93
COM,1932,5.92
COM,1933,5.91
COM,1934,5.89
COM,1935,5.88
COM,1936,5.87
COM,1937,5.85
COM,1938,5.84
COM,1939,5.83
COM,1940,5.82
COM,1941,5.8
COM,1942,5.79
COM,1943,5.78
COM,1944,5.76
COM,1945,5.75
COM,1946,5.74
COM,1947,5.72
COM,1948,5.71
COM,1949,5.7
COM,1950,5.69
COM,1951,5.77
COM,1952,5.93
COM,1953,6.09
COM,1954,6.22
COM,1955,6.35
COM,1956,6.46
COM,1957,6.56
COM,1958,6.65
COM,1959,6.73
COM,1960,6.79
COM,1961,6.85
COM,1962,6.9
COM,1963,6.94
COM,1964,6.98
COM,1965,7
COM,1966,7.03
COM,1967,7.04
COM,1968,7.06
COM,1969,7.06
COM,1970,7.06
COM,1971,7.06
COM,1972,7.06
COM,1973,7.06
COM,1974,7.05
COM,1975,7.05
COM,1976,7.07
COM,1977,7.08
COM,1978,7.11
COM,1979,7.13
COM,1980,7.13
COM,1981,7.1
COM,1982,7.03
COM,1983,6.92
COM,1984,6.77
COM,1985,6.58
COM,1986,6.36
COM,1987,6.14
COM,1988,5.93
COM,1989,5.74
COM,1990,5.57
COM,1991,5.45
COM,1992,5.36
COM,1993,5.29
COM,1994,5.26
COM,1995,5.25
COM,1996,5.25
COM,1997,5.27
COM,1998,5.29
COM,1999,5.31
COM,2000,5.32
COM,2001,5.31
COM,2002,5.3
COM,2003,5.28
COM,2004,5.25
COM,2005,5.22
COM,2006,5.17
COM,2007,5.11
COM,2008,5.05
COM,2009,4.99
COM,2010,4.92
COM,2011,4.85
COM,2012,4.78
COM,2013,4.71
COM,2014,4.65
COM,2015,4.58
COD,1800,5.99
COD,1801,5.99
COD,1802,5.99
COD,1803,5.99
COD,1804,5.99
COD,1805,5.99
COD,1806,5.99
COD,1807,5.99
COD,1808,5.99
COD,1809,5.99
COD,1810,5.99
COD,1811,5.99
COD,1812,5.99
COD,1813,5.99
COD,1814,5.99
COD,1815,5.99
COD,1816,5.99
COD,1817,5.99
COD,1818,5.99
COD,1819,5.99
COD,1820,5.99
COD,1821,5.99
COD,1822,5.99
COD,1823,5.99
COD,1824,5.99
COD,1825,5.99
COD,1826,5.99
COD,1827,5.99
COD,1828,5.99
COD,1829,5.99
COD,1830,5.99
COD,1831,5.99
COD,1832,5.99
COD,1833,5.99
COD,1834,5.99
COD,1835,5.99
COD,1836,5.99
COD,1837,5.99
COD,1838,5.99
COD,1839,5.99
COD,1840,5.99
COD,1841,5.99
COD,1842,5.99
COD,1843,5.99
COD,1844,5.99
COD,1845,5.99
COD,1846,5.99
COD,1847,5.99
COD,1848,5.99
COD,1849,5.99
COD,1850,5.99
COD,1851,5.99
COD,1852,5.99
COD,1853,5.99
COD,1854,5.99
COD,1855,5.99
COD,1856,5.99
COD,1857,5.99
COD,1858,5.99
COD,1859,5.99
COD,1860,5.99
COD,1861,5.99
COD,1862,5.99
COD,1863,5.99
COD,1864,5.99
COD,1865,5.99
COD,1866,5.99
COD,1867,5.99
COD,1868,5.99
COD,1869,5.99
COD,1870,5.99
COD,1871,5.99
COD,1872,5.99
COD,1873,5.99
COD,1874,5.99
COD,1875,5.99
COD,1876,5.99
COD,1877,5.99
COD,1878,5.99
COD,1879,5.99
COD,1880,5.99
COD,1881,5.99
COD,1882,5.99
COD,1883,5.99
COD,1884,5.99
COD,1885,5.99
COD,1886,5.99
COD,1887,5.99
COD,1888,5.99
COD,1889,5.99
COD,1890,5.99
COD,1891,5.99
COD,1892,5.99
COD,1893,5.99
COD,1894,5.99
COD,1895,5.99
COD,1896,5.99
COD,1897,5.99
COD,1898,5.99
COD,1899,5.99
COD,1900,5.99
COD,1901,5.99
COD,1902,5.99
COD,1903,5.99
COD,1904,5.99
COD,1905,5.99
COD,1906,5.99
COD,1907,5.99
COD,1908,5.99
COD,1909,5.99
COD,1910,5.99
COD,1911,5.99
COD,1912,5.99
COD,1913,5.99
COD,1914,5.99
COD,1915,5.99
COD,1916,5.99
COD,1917,5.99
COD,1918,5.99
COD,1919,5.99
COD,1920,5.99
COD,1921,5.99
COD,1922,5.99
COD,1923,5.99
COD,1924,5.99
COD,1925,5.99
COD,1926,5.99
COD,1927,5.99
COD,1928,5.99
COD,1929,5.99
COD,1930,5.99
COD,1931,5.99
COD,1932,5.99
COD,1933,5.99
COD,1934,5.99
COD,1935,5.99
COD,1936,5.99
COD,1937,5.99
COD,1938,5.99
COD,1939,5.99
COD,1940,5.99
COD,1941,5.99
COD,1942,5.99
COD,1943,5.99
COD,1944,5.99
COD,1945,5.99
COD,1946,5.99
COD,1947,5.99
COD,1948,5.99
COD,1949,5.99
COD,1950,5.99
COD,1951,5.99
COD,1952,5.98
COD,1953,5.98
COD,1954,5.97
COD,1955,5.97
COD,1956,5.97
COD,1957,5.98
COD,1958,5.98
COD,1959,5.99
COD,1960,6
COD,1961,6.02
COD,1962,6.03
COD,1963,6.05
COD,1964,6.07
COD,1965,6.09
COD,1966,6.11
COD,1967,6.14
COD,1968,6.16
COD,1969,6.19
COD,1970,6.21
COD,1971,6.24
COD,1972,6.27
COD,1973,6.3
COD,1974,6.33
COD,1975,6.37
COD,1976,6.4
COD,1977,6.44
COD,1978,6.49
COD,1979,6.54
COD,1980,6.59
COD,1981,6.64
COD,1982,6.69
COD,1983,6.74
COD,1984,6.79
COD,1985,6.85
COD,1986,6.9
COD,1987,6.96
COD,1988,7.02
COD,1989,7.08
COD,1990,7.13
COD,1991,7.18
COD,1992,7.22
COD,1993,7.25
COD,1994,7.27
COD,1995,7.27
COD,1996,7.25
COD,1997,7.23
COD,1998,7.19
COD,1999,7.14
COD,2000,7.09
COD,2001,7.03
COD,2002,6.96
COD,2003,6.89
COD,2004,6.81
COD,2005,6.73
COD,2006,6.64
COD,2007,6.55
COD,2008,6.45
COD,2009,6.35
COD,2010,6.25
COD,2011,6.15
COD,2012,6.04
COD,2013,5.93
COD,2014,5.83
COD,2015,5.72
COG,1800,5.67
COG,1801,5.67
COG,1802,5.67
COG,1803,5.67
COG,1804,5.67
COG,1805,5.67
COG,1806,5.67
COG,1807,5.67
COG,1808,5.67
COG,1809,5.67
COG,1810,5.67
COG,1811,5.67
COG,1812,5.67
COG,1813,5.67
COG,1814,5.67
COG,1815,5.67
COG,1816,5.67
COG,1817,5.67
COG,1818,5.67
COG,1819,5.67
COG,1820,5.67
COG,1821,5.67
COG,1822,5.67
COG,1823,5.67
COG,1824,5.67
COG,1825,5.67
COG,1826,5.67
COG,1827,5.67
COG,1828,5.67
COG,1829,5.67
COG,1830,5.67
COG,1831,5.67
COG,1832,5.67
COG,1833,5.67
COG,1834,5.67
COG,1835,5.67
COG,1836,5.67
COG,1837,5.67
COG,1838,5.67
COG,1839,5.67
COG,1840,5.67
COG,1841,5.67
COG,1842,5.67
COG,1843,5.67
COG,1844,5.67
COG,1845,5.67
COG,1846,5.67
COG,1847,5.67
COG,1848,5.67
COG,1849,5.67
COG,1850,5.67
COG,1851,5.67
COG,1852,5.67
COG,1853,5.67
COG,1854,5.67
COG,1855,5.67
COG,1856,5.67
COG,1857,5.67
COG,1858,5.67
COG,1859,5.67
COG,1860,5.67
COG,1861,5.67
COG,1862,5.67
COG,1863,5.67
COG,1864,5.67
COG,1865,5.67
COG,1866,5.67
COG,1867,5.67
COG,1868,5.67
COG,1869,5.67
COG,1870,5.67
COG,1871,5.67
COG,1872,5.67
COG,1873,5.67
COG,1874,5.67
COG,1875,5.67
COG,1876,5.67
COG,1877,5.67
COG,1878,5.67
COG,1879,5.67
COG,1880,5.67
COG,1881,5.67
COG,1882,5.67
COG,1883,5.67
COG,1884,5.67
COG,1885,5.67
COG,1886,5.67
COG,1887,5.67
COG,1888,5.67
COG,1889,5.67
COG,1890,5.67
COG,1891,5.67
COG,1892,5.67
COG,1893,5.67
COG,1894,5.67
COG,1895,5.67
COG,1896,5.67
COG,1897,5.67
COG,1898,5.67
COG,1899,5.67
COG,1900,5.67
COG,1901,5.67
COG,1902,5.67
COG,1903,5.67
COG,1904,5.67
COG,1905,5.67
COG,1906,5.67
COG,1907,5.67
COG,1908,5.67
COG,1909,5.67
COG,1910,5.67
COG,1911,5.67
COG,1912,5.67
COG,1913,5.67
COG,1914,5.67
COG,1915,5.67
COG,1916,5.67
COG,1917,5.67
COG,1918,5.67
COG,1919,5.67
COG,1920,5.67
COG,1921,5.67
COG,1922,5.67
COG,1923,5.67
COG,1924,5.67
COG,1925,5.67
COG,1926,5.67
COG,1927,5.67
COG,1928,5.67
COG,1929,5.67
COG,1930,5.67
COG,1931,5.67
COG,1932,5.67
COG,1933,5.67
COG,1934,5.67
COG,1935,5.67
COG,1936,5.67
COG,1937,5.67
COG,1938,5.67
COG,1939,5.67
COG,1940,5.67
COG,1941,5.67
COG,1942,5.67
COG,1943,5.67
COG,1944,5.67
COG,1945,5.67
COG,1946,5.67
COG,1947,5.67
COG,1948,5.67
COG,1949,5.67
COG,1950,5.67
COG,1951,5.67
COG,1952,5.68
COG,1953,5.69
COG,1954,5.7
COG,1955,5.72
COG,1956,5.74
COG,1957,5.77
COG,1958,5.8
COG,1959,5.84
COG,1960,5.88
COG,1961,5.92
COG,1962,5.97
COG,1963,6.01
COG,1964,6.06
COG,1965,6.1
COG,1966,6.14
COG,1967,6.17
COG,1968,6.21
