code,year,life_expectancy
AFG,1800,28.21
AFG,1801,28.2
AFG,1802,28.19
AFG,1803,28.18
AFG,1804,28.17
AFG,1805,28.16
AFG,1806,28.15
AFG,1807,28.14
AFG,1808,28.13
AFG,1809,28.12
AFG,1810,28.11
AFG,1811,28.1
AFG,1812,28.09
AFG,1813,28.08
AFG,1814,28.07
AFG,1815,28.06
AFG,1816,28.05
AFG,1817,28.04
AFG,1818,28.03
AFG,1819,28.02
AFG,1820,28.01
AFG,1821,28
AFG,1822,27.99
AFG,1823,27.98
AFG,1824,27.97
AFG,1825,27.95
AFG,1826,27.94
AFG,1827,27.93
AFG,1828,27.92
AFG,1829,27.91
AFG,1830,27.9
AFG,1831,27.89
AFG,1832,27.88
AFG,1833,27.87
AFG,1834,27.86
AFG,1835,27.85
AFG,1836,27.84
AFG,1837,27.83
AFG,1838,27.82
AFG,1839,27.81
AFG,1840,27.8
AFG,1841,27.79
AFG,1842,27.78
AFG,1843,27.77
AFG,1844,27.76
AFG,1845,27.75
AFG,1846,27.74
AFG,1847,27.73
AFG,1848,27.72
AFG,1849,27.71
AFG,1850,27.7
AFG,1851,27.69
AFG,1852,27.68
AFG,1853,27.67
AFG,1854,27.66
AFG,1855,27.65
AFG,1856,27.64
AFG,1857,27.63
AFG,1858,27.62
AFG,1859,27.61
AFG,1860,27.6
AFG,1861,27.59
AFG,1862,27.58
AFG,1863,27.57
AFG,1864,27.56
AFG,1865,27.54
AFG,1866,27.53
AFG,1867,27.52
AFG,1868,27.51
AFG,1869,27.5
AFG,1870,27.49
AFG,1871,27.48
AFG,1872,27.47
AFG,1873,27.46
AFG,1874,27.45
AFG,1875,27.44
AFG,1876,27.43
AFG,1877,27.42
AFG,1878,27.41
AFG,1879,27.4
AFG,1880,27.39
AFG,1881,27.38
AFG,1882,27.37
AFG,1883,27.36
AFG,1884,27.35
AFG,1885,27.34
AFG,1886,27.33
AFG,1887,27.32
AFG,1888,27.31
AFG,1889,27.3
AFG,1890,27.29
AFG,1891,27.28
AFG,1892,27.27
AFG,1893,27.26
AFG,1894,27.25
AFG,1895,27.24
AFG,1896,27.23
AFG,1897,27.22
AFG,1898,27.21
AFG,1899,27.2
AFG,1900,27.19
AFG,1901,27.18
AFG,1902,27.17
AFG,1903,27.16
AFG,1904,27.15
AFG,1905,27.14
AFG,1906,27.12
AFG,1907,27.11
AFG,1908,27.1
AFG,1909,27.09
AFG,1910,27.08
AFG,1911,27.07
AFG,1912,27.06
AFG,1913,27.05
AFG,1914,27.04
AFG,1915,27.03
AFG,1916,27.02
AFG,1917,27.01
AFG,1918,7.05
AFG,1919,26.99
AFG,1920,26.98
AFG,1921,26.97
AFG,1922,26.96
AFG,1923,26.95
AFG,1924,26.94
AFG,1925,26.93
AFG,1926,26.92
AFG,1927,26.91
AFG,1928,26.9
AFG,1929,26.89
AFG,1930,26.88
AFG,1931,26.87
AFG,1932,26.86
AFG,1933,26.85
AFG,1934,26.84
AFG,1935,26.83
AFG,1936,26.82
AFG,1937,26.81
AFG,1938,26.8
AFG,1939,26.79
AFG,1940,26.78
AFG,1941,26.79
AFG,1942,26.8
AFG,1943,26.8
AFG,1944,26.81
AFG,1945,26.82
AFG,1946,26.82
AFG,1947,26.83
AFG,1948,26.83
AFG,1949,26.84
AFG,1950,26.85
AFG,1951,27.13
AFG,1952,27.67
AFG,1953,28.19
AFG,1954,28.73
AFG,1955,29.27
AFG,1956,29.8
AFG,1957,30.34
AFG,1958,30.86
AFG,1959,31.4
AFG,1960,31.94
AFG,1961,32.47
AFG,1962,33.01
AFG,1963,33.53
AFG,1964,34.07
AFG,1965,34.6
AFG,1966,35.13
AFG,1967,35.66
AFG,1968,36.17
AFG,1969,36.69
AFG,1970,37.2
AFG,1971,37.7
AFG,1972,38.19
AFG,1973,38.67
AFG,1974,39.14
AFG,1975,39.61
AFG,1976,40.07
AFG,1977,40.53
AFG,1978,40.98
AFG,1979,41.46
AFG,1980,41.96
AFG,1981,42.51
AFG,1982,43.11
AFG,1983,43.75
AFG,1984,44.45
AFG,1985,45.21
AFG,1986,46.02
AFG,1987,46.87
AFG,1988,47.74
AFG,1989,48.62
AFG,1990,49.5
AFG,1991,49.3
AFG,1992,49.4
AFG,1993,49.5
AFG,1994,48.9
AFG,1995,49.4
AFG,1996,49.7
AFG,1997,49.5
AFG,1998,48.6
AFG,1999,50
AFG,2000,50.1
AFG,2001,50.4
AFG,2002,51
AFG,2003,51.4
AFG,2004,51.8
AFG,2005,52
AFG,2006,52.1
AFG,2007,52.4
AFG,2008,52.8
AFG,2009,53.3
AFG,2010,53.6
AFG,2011,54
AFG,2012,54.4
AFG,2013,54.8
AFG,2014,54.9
AFG,2015,53.8
AFG,2016,52.72
ALB,1800,35.4
ALB,1801,35.4
ALB,1802,35.4
ALB,1803,35.4
ALB,1804,35.4
ALB,1805,35.4
ALB,1806,35.4
ALB,1807,35.4
ALB,1808,35.4
ALB,1809,35.4
ALB,1810,35.4
ALB,1811,35.4
ALB,1812,35.4
ALB,1813,35.4
ALB,1814,35.4
ALB,1815,35.4
ALB,1816,35.4
ALB,1817,35.4
ALB,1818,35.4
ALB,1819,35.4
ALB,1820,35.4
ALB,1821,35.4
ALB,1822,35.4
ALB,1823,35.4
ALB,1824,35.4
ALB,1825,35.4
ALB,1826,35.4
ALB,1827,35.4
ALB,1828,35.4
ALB,1829,35.4
ALB,1830,35.4
ALB,1831,35.4
ALB,1832,35.4
ALB,1833,35.4
ALB,1834,35.4
ALB,1835,35.4
ALB,1836,35.4
ALB,1837,35.4
ALB,1838,35.4
ALB,1839,35.4
ALB,1840,35.4
ALB,1841,35.4
ALB,1842,35.4
ALB,1843,35.4
ALB,1844,35.4
ALB,1845,35.4
ALB,1846,35.4
ALB,1847,35.4
ALB,1848,35.4
ALB,1849,35.4
ALB,1850,35.4
ALB,1851,35.4
ALB,1852,35.4
ALB,1853,35.4
ALB,1854,35.4
ALB,1855,35.4
ALB,1856,35.4
ALB,1857,35.4
ALB,1858,35.4
ALB,1859,35.4
ALB,1860,35.4
ALB,1861,35.4
ALB,1862,35.4
ALB,1863,35.4
ALB,1864,35.4
ALB,1865,35.4
ALB,1866,35.4
ALB,1867,35.4
ALB,1868,35.4
ALB,1869,35.4
ALB,1870,35.4
ALB,1871,35.4
ALB,1872,35.4
ALB,1873,35.4
ALB,1874,35.4
ALB,1875,35.4
ALB,1876,35.4
ALB,1877,35.4
ALB,1878,35.4
ALB,1879,35.4
ALB,1880,35.4
ALB,1881,35.4
ALB,1882,35.4
ALB,1883,35.4
ALB,1884,35.4
ALB,1885,35.4
ALB,1886,35.4
ALB,1887,35.4
ALB,1888,35.4
ALB,1889,35.4
ALB,1890,35.4
ALB,1891,35.4
ALB,1892,35.4
ALB,1893,35.4
ALB,1894,35.4
ALB,1895,35.4
ALB,1896,35.4
ALB,1897,35.4
ALB,1898,35.4
ALB,1899,35.4
ALB,1900,35.4
ALB,1901,35.4
ALB,1902,35.4
ALB,1903,35.4
ALB,1904,35.4
ALB,1905,35.4
ALB,1906,35.4
ALB,1907,35.4
ALB,1908,35.4
ALB,1909,35.4
ALB,1910,35.4
ALB,1911,35.4
ALB,1912,35.4
ALB,1913,35.4
ALB,1914,35.4
ALB,1915,35.4
ALB,1916,35.4
ALB,1917,35.4
ALB,1918,19.43
ALB,1919,35.4
ALB,1920,35.4
ALB,1921,35.4
ALB,1922,35.4
ALB,1923,35.4
ALB,1924,35.4
ALB,1925,35.4
ALB,1926,35.4
ALB,1927,35.4
ALB,1928,35.4
ALB,1929,35.4
ALB,1930,36.29
ALB,1931,37.19
ALB,1932,38.08
ALB,1933,38.98
ALB,1934,39.87
ALB,1935,40.77
ALB,1936,41.66
ALB,1937,42.56
ALB,1938,43.45
ALB,1939,43
ALB,1940,42
ALB,1941,41.53
ALB,1942,40.06
ALB,1943,37.09
ALB,1944,34.12
ALB,1945,47.15
ALB,1946,50.18
ALB,1947,51.71
ALB,1948,52.63
ALB,1949,53.56
ALB,1950,54.48
ALB,1951,54.72
ALB,1952,55.23
ALB,1953,55.85
ALB,1954,56.59
ALB,1955,57.45
ALB,1956,58.42
ALB,1957,59.48
ALB,1958,60.6
ALB,1959,61.75
ALB,1960,62.87
ALB,1961,63.92
ALB,1962,64.84
ALB,1963,65.6
ALB,1964,66.18
ALB,1965,66.59
ALB,1966,66.88
ALB,1967,67.11
ALB,1968,67.32
ALB,1969,67.55
ALB,1970,67.83
ALB,1971,68.16
ALB,1972,68.53
ALB,1973,68.93
ALB,1974,69.35
ALB,1975,69.77
ALB,1976,70.17
ALB,1977,70.54
ALB,1978,70.86
ALB,1979,71.14
ALB,1980,71.39
ALB,1981,71.63
ALB,1982,71.88
ALB,1983,72.15
ALB,1984,72.42
ALB,1985,72.71
ALB,1986,72.96
ALB,1987,73.14
ALB,1988,73.25
ALB,1989,73.3
ALB,1990,73.3
ALB,1991,73.4
ALB,1992,73.6
ALB,1993,73.6
ALB,1994,73.6
ALB,1995,73.7
ALB,1996,73.8
ALB,1997,74.1
ALB,1998,74.2
ALB,1999,74.2
ALB,2000,74.7
ALB,2001,75.1
ALB,2002,75.5
ALB,2003,75.7
ALB,2004,75.9
ALB,2005,76.2
ALB,2006,76.4
ALB,2007,76.6
ALB,2008,76.8
ALB,2009,77
ALB,2010,77.2
ALB,2011,77.4
ALB,2012,77.5
ALB,2013,77.7
ALB,2014,77.9
ALB,2015,78
ALB,2016,78.1
DZA,1800,28.82
DZA,1801,28.82
DZA,1802,28.82
DZA,1803,28.82
DZA,1804,28.82
DZA,1805,28.82
DZA,1806,28.82
DZA,1807,28.82
DZA,1808,28.82
DZA,1809,28.82
DZA,1810,28.82
DZA,1811,28.82
DZA,1812,28.82
DZA,1813,28.82
DZA,1814,28.82
DZA,1815,28.82
DZA,1816,28.82
DZA,1817,28.82
DZA,1818,28.82
DZA,1819,28.82
DZA,1820,28.82
DZA,1821,28.82
DZA,1822,28.82
DZA,1823,28.82
DZA,1824,28.82
DZA,1825,28.82
DZA,1826,28.82
DZA,1827,28.82
DZA,1828,28.82
DZA,1829,28.82
DZA,1830,28.82
DZA,1831,28.82
DZA,1832,28.82
DZA,1833,28.82
DZA,1834,28.82
DZA,1835,28.82
DZA,1836,28.82
DZA,1837,28.82
DZA,1838,28.82
DZA,1839,28.82
DZA,1840,28.82
DZA,1841,28.82
DZA,1842,28.82
DZA,1843,28.82
DZA,1844,28.82
DZA,1845,28.82
DZA,1846,28.82
DZA,1847,28.82
DZA,1848,28.82
DZA,1849,20
DZA,1850,15
DZA,1851,22
DZA,1852,28.82
DZA,1853,28.82
DZA,1854,28.82
DZA,1855,28.82
DZA,1856,28.82
DZA,1857,28.82
DZA,1858,28.82
DZA,1859,28.82
DZA,1860,28.82
DZA,1861,28.82
DZA,1862,28.82
DZA,1863,28.82
DZA,1864,28.82
DZA,1865,28.82
DZA,1866,28.82
DZA,1867,21
DZA,1868,11
DZA,1869,15
DZA,1870,22
DZA,1871,28.82
DZA,1872,28.82
DZA,1873,28.82
DZA,1874,28.82
DZA,1875,28.82
DZA,1876,28.82
DZA,1877,28.82
DZA,1878,28.82
DZA,1879,28.82
DZA,1880,28.82
DZA,1881,28.82
DZA,1882,28.82
DZA,1883,28.82
DZA,1884,28.82
DZA,1885,28.82
DZA,1886,28.82
DZA,1887,28.82
DZA,1888,28.82
DZA,1889,28.82
DZA,1890,28.82
DZA,1891,28.82
DZA,1892,28.82
DZA,1893,28.82
DZA,1894,28.82
DZA,1895,28.82
DZA,1896,28.82
DZA,1897,28.82
DZA,1898,28.82
DZA,1899,28.82
DZA,1900,28.86
DZA,1901,28.9
DZA,1902,28.94
DZA,1903,29.86
DZA,1904,24.12
DZA,1905,26.7
DZA,1906,28.03
DZA,1907,27.93
DZA,1908,27.84
DZA,1909,29.26
DZA,1910,30.79
DZA,1911,30.51
DZA,1912,31.79
DZA,1913,29.66
DZA,1914,29.16
DZA,1915,28.66
DZA,1916,28.29
DZA,1917,28.29
DZA,1918,22.06
DZA,1919,28.29
DZA,1920,27.5
DZA,1921,27.5
DZA,1922,27.22
DZA,1923,29.62
DZA,1924,30.97
DZA,1925,31.64
DZA,1926,30.97
DZA,1927,26.49
DZA,1928,29.79
DZA,1929,29.96
DZA,1930,31.14
DZA,1931,29.18
DZA,1932,30.4
DZA,1933,31.52
DZA,1934,30.94
DZA,1935,32.6
DZA,1936,33.7
DZA,1937,31.92
DZA,1938,31.3
DZA,1939,33.36
DZA,1940,33.72
DZA,1941,32.16
DZA,1942,31.6
DZA,1943,27.38
DZA,1944,32.36
DZA,1945,30.34
DZA,1946,32.41
DZA,1947,35.48
DZA,1948,38.34
DZA,1949,40.55
DZA,1950,42.77
DZA,1951,43.03
DZA,1952,43.5
DZA,1953,43.96
DZA,1954,44.44
DZA,1955,44.93
DZA,1956,45.44
DZA,1957,45.94
DZA,1958,46.45
DZA,1959,46.97
DZA,1960,47.5
DZA,1961,48.02
DZA,1962,48.55
DZA,1963,49.07
DZA,1964,49.58
DZA,1965,50.09
DZA,1966,50.58
DZA,1967,51.05
DZA,1968,51.49
DZA,1969,51.95
DZA,1970,52.41
DZA,1971,52.88
DZA,1972,53.38
DZA,1973,53.91
DZA,1974,54.52
DZA,1975,55.24
DZA,1976,56.11
DZA,1977,57.13
DZA,1978,58.28
DZA,1979,59.56
DZA,1980,60.92
DZA,1981,62.31
DZA,1982,63.69
DZA,1983,64.97
DZA,1984,66.15
DZA,1985,67.18
DZA,1986,68.04
DZA,1987,68.75
DZA,1988,69.33
DZA,1989,69.81
DZA,1990,70.2
DZA,1991,70.5
DZA,1992,70.9
DZA,1993,71.2
DZA,1994,71.4
DZA,1995,71.6
DZA,1996,72.1
DZA,1997,72.4
DZA,1998,72.6
DZA,1999,73
DZA,2000,73.3
DZA,2001,73.5
DZA,2002,73.8
DZA,2003,73.9
DZA,2004,74.4
DZA,2005,74.8
DZA,2006,75
DZA,2007,75.3
DZA,2008,75.5
DZA,2009,75.7
DZA,2010,76
DZA,2011,76.1
DZA,2012,76.2
DZA,2013,76.3
DZA,2014,76.3
DZA,2015,76.4
DZA,2016,76.5
ASM,1990,70.2
ASM,1991,70.2
ASM,1992,70.2
ASM,1993,70.5
ASM,1994,70.5
ASM,1995,70.6
ASM,1996,70.7
ASM,1997,70.8
ASM,1998,71
ASM,1999,71.4
ASM,2000,71.7
ASM,2001,71.7
ASM,2002,71.7
ASM,2003,71.7
ASM,2004,71.8
ASM,2005,72
ASM,2006,72.2
ASM,2007,72.4
ASM,2008,72.7
ASM,2009,71.3
ASM,2010,72.8
ASM,2011,72.6
ASM,2012,72.6
ASM,2013,72.7
ASM,2014,72.8
ASM,2015,72.9
ASM,2016,73
AND,1990,81.7
AND,1991,81.8
AND,1992,81.9
AND,1993,82.2
AND,1994,82.3
AND,1995,82.6
AND,1996,82.8
AND,1997,83.1
AND,1998,83.3
AND,1999,83.5
AND,2000,83.7
AND,2001,83.9
AND,2002,84.1
AND,2003,84.2
AND,2004,84.1
AND,2005,84.3
AND,2006,84.4
AND,2007,84.5
AND,2008,84.6
AND,2009,84.6
AND,2010,84.7
AND,2011,84.7
AND,2012,84.7
AND,2013,84.8
AND,2014,84.8
AND,2015,84.8
AND,2016,84.8
AGO,1800,26.98
AGO,1801,26.98
AGO,1802,26.98
AGO,1803,26.98
AGO,1804,26.98
AGO,1805,26.98
AGO,1806,26.98
AGO,1807,26.98
AGO,1808,26.98
AGO,1809,26.98
AGO,1810,26.98
AGO,1811,26.98
AGO,1812,26.98
AGO,1813,26.98
AGO,1814,26.98
AGO,1815,26.98
AGO,1816,26.98
AGO,1817,26.98
AGO,1818,26.98
AGO,1819,26.98
AGO,1820,26.98
AGO,1821,26.98
AGO,1822,26.98
AGO,1823,26.98
AGO,1824,26.98
AGO,1825,26.98
AGO,1826,26.98
AGO,1827,26.98
AGO,1828,26.98
AGO,1829,26.98
AGO,1830,26.98
AGO,1831,26.98
AGO,1832,26.98
AGO,1833,26.98
AGO,1834,26.98
AGO,1835,26.98
AGO,1836,26.98
AGO,1837,26.98
AGO,1838,26.98
AGO,1839,26.98
AGO,1840,26.98
AGO,1841,26.98
AGO,1842,26.98
AGO,1843,26.98
AGO,1844,26.98
AGO,1845,26.98
AGO,1846,26.98
AGO,1847,26.98
AGO,1848,26.98
AGO,1849,26.98
AGO,1850,26.98
AGO,1851,26.98
AGO,1852,26.98
AGO,1853,26.98
AGO,1854,26.98
AGO,1855,26.98
AGO,1856,26.98
AGO,1857,26.98
AGO,1858,26.98
AGO,1859,26.98
AGO,1860,26.98
AGO,1861,26.98
AGO,1862,26.98
AGO,1863,26.98
AGO,1864,26.98
AGO,1865,26.98
AGO,1866,26.98
AGO,1867,26.98
AGO,1868,26.98
AGO,1869,26.98
AGO,1870,26.98
AGO,1871,26.98
AGO,1872,26.98
AGO,1873,26.98
AGO,1874,26.98
AGO,1875,26.98
AGO,1876,26.98
AGO,1877,26.98
AGO,1878,26.98
AGO,1879,26.98
AGO,1880,26.98
AGO,1881,26.98
AGO,1882,26.98
AGO,1883,26.98
AGO,1884,26.98
AGO,1885,26.98
AGO,1886,26.98
AGO,1887,26.98
AGO,1888,26.98
AGO,1889,26.98
AGO,1890,26.98
AGO,1891,26.98
AGO,1892,26.98
AGO,1893,26.98
AGO,1894,26.98
AGO,1895,26.98
AGO,1896,26.98
AGO,1897,26.98
AGO,1898,26.98
AGO,1899,26.98
AGO,1900,26.98
AGO,1901,26.98
AGO,1902,26.98
AGO,1903,26.98
AGO,1904,26.98
AGO,1905,26.98
AGO,1906,26.98
AGO,1907,26.98
AGO,1908,26.98
AGO,1909,26.98
AGO,1910,26.98
AGO,1911,26.98
AGO,1912,26.98
AGO,1913,26.98
AGO,1914,26.98
AGO,1915,26.98
AGO,1916,26.98
AGO,1917,26.98
AGO,1918,10.43
AGO,1919,26.98
AGO,1920,26.98
AGO,1921,26.98
AGO,1922,26.98
AGO,1923,26.98
AGO,1924,26.98
AGO,1925,26.98
AGO,1926,26.98
AGO,1927,26.98
AGO,1928,26.98
AGO,1929,26.98
AGO,1930,26.98
AGO,1931,26.98
AGO,1932,26.98
AGO,1933,26.98
AGO,1934,26.98
AGO,1935,26.98
AGO,1936,26.98
AGO,1937,26.98
AGO,1938,26.98
AGO,1939,26.98
AGO,1940,26.98
AGO,1941,27.35
AGO,1942,27.73
AGO,1943,28.1
AGO,1944,28.47
AGO,1945,28.84
AGO,1946,29.21
AGO,1947,29.58
AGO,1948,29.95
AGO,1949,30.33
AGO,1950,30.7
AGO,1951,31.05
AGO,1952,31.59
AGO,1953,32.14
AGO,1954,32.69
AGO,1955,33.24
AGO,1956,33.78
AGO,1957,34.33
AGO,1958,34.88
AGO,1959,35.43
AGO,1960,35.98
AGO,1961,36.53
AGO,1962,37.08
AGO,1963,37.63
AGO,1964,38.18
AGO,1965,38.74
AGO,1966,39.28
AGO,1967,39.84
AGO,1968,40.39
AGO,1969,40.95
AGO,1970,41.5
AGO,1971,42.06
AGO,1972,42.62
AGO,1973,43.17
AGO,1974,43.71
AGO,1975,44.22
AGO,1976,44.68
AGO,1977,45.12
AGO,1978,45.5
AGO,1979,45.84
AGO,1980,46.14
AGO,1981,46.42
AGO,1982,46.69
AGO,1983,46.96
AGO,1984,47.23
AGO,1985,47.5
AGO,1986,47.75
AGO,1987,47.99
AGO,1988,48.2
AGO,1989,48.4
AGO,1990,48.6
AGO,1991,49.3
AGO,1992,49.6
AGO,1993,48.4
AGO,1994,50
AGO,1995,50.9
AGO,1996,51.3
AGO,1997,51.7
AGO,1998,51.8
AGO,1999,51.8
AGO,2000,52.3
AGO,2001,52.5
AGO,2002,53.3
AGO,2003,53.9
AGO,2004,54.5
AGO,2005,55.2
AGO,2006,55.7
AGO,2007,56.2
AGO,2008,56.7
AGO,2009,57.1
AGO,2010,57.6
AGO,2011,58.1
AGO,2012,58.5
AGO,2013,58.8
AGO,2014,59.2
AGO,2015,59.6
AGO,2016,60
ATG,1800,33.54
ATG,1801,33.54
ATG,1802,33.54
ATG,1803,33.54
ATG,1804,33.54
ATG,1805,33.54
ATG,1806,33.54
ATG,1807,33.54
ATG,1808,33.54
ATG,1809,33.54
ATG,1810,33.54
ATG,1811,33.54
ATG,1812,33.54
ATG,1813,33.54
ATG,1814,33.54
ATG,1815,33.54
ATG,1816,33.54
ATG,1817,33.54
ATG,1818,33.54
ATG,1819,33.54
ATG,1820,33.54
ATG,1821,33.54
ATG,1822,33.54
ATG,1823,33.54
ATG,1824,33.54
ATG,1825,33.54
ATG,1826,33.54
ATG,1827,33.54
ATG,1828,33.54
ATG,1829,33.54
ATG,1830,33.54
ATG,1831,33.54
ATG,1832,33.54
ATG,1833,33.54
ATG,1834,33.54
ATG,1835,33.54
ATG,1836,33.54
ATG,1837,33.54
ATG,1838,33.54
ATG,1839,33.54
ATG,1840,33.54
ATG,1841,33.54
ATG,1842,33.54
ATG,1843,33.54
ATG,1844,33.54
ATG,1845,33.54
ATG,1846,33.54
ATG,1847,33.54
ATG,1848,33.54
ATG,1849,33.54
ATG,1850,33.54
ATG,1851,33.54
ATG,1852,33.54
ATG,1853,33.54
ATG,1854,33.54
ATG,1855,33.54
ATG,1856,33.54
ATG,1857,33.54
ATG,1858,33.54
ATG,1859,33.54
ATG,1860,33.54
ATG,1861,33.54
ATG,1862,33.54
ATG,1863,33.54
ATG,1864,33.54
ATG,1865,33.54
ATG,1866,33.54
ATG,1867,33.54
ATG,1868,33.54
ATG,1869,33.54
ATG,1870,33.54
ATG,1871,33.54
ATG,1872,33.54
ATG,1873,33.54
ATG,1874,33.54
ATG,1875,33.54
ATG,1876,33.54
ATG,1877,33.54
ATG,1878,33.54
ATG,1879,33.54
ATG,1880,33.54
ATG,1881,33.54
ATG,1882,33.54
ATG,1883,33.54
ATG,1884,33.54
ATG,1885,33.54
ATG,1886,33.54
ATG,1887,33.54
ATG,1888,33.54
ATG,1889,33.54
ATG,1890,33.54
ATG,1891,33.54
ATG,1892,33.54
ATG,1893,33.54
ATG,1894,33.54
ATG,1895,33.54
ATG,1896,33.54
ATG,1897,33.54
ATG,1898,33.54
ATG,1899,33.54
ATG,1900,33.54
ATG,1901,33.54
ATG,1902,33.54
ATG,1903,33.54
ATG,1904,33.54
ATG,1905,33.54
ATG,1906,33.54
ATG,1907,33.54
ATG,1908,33.54
ATG,1909,33.54
ATG,1910,33.54
ATG,1911,33.54
ATG,1912,33.54
ATG,1913,33.54
ATG,1914,33.54
ATG,1915,33.54
ATG,1916,33.54
ATG,1917,33.54
ATG,1918,21.75
ATG,1919,33.54
ATG,1920,33.54
ATG,1921,33.54
ATG,1922,34.36
ATG,1923,35.19
ATG,1924,36.02
ATG,1925,36.85
ATG,1926,37.67
ATG,1927,38.5
ATG,1928,39.33
ATG,1929,40.16
ATG,1930,40.98
ATG,1931,41.81
ATG,1932,42.64
ATG,1933,43.47
ATG,1934,44.29
ATG,1935,45.12
ATG,1936,45.95
ATG,1937,46.78
ATG,1938,47.6
ATG,1939,48.43
ATG,1940,49.26
ATG,1941,50.13
ATG,1942,51.01
ATG,1943,51.87
ATG,1944,52.74
ATG,1945,53.62
ATG,1946,54.49
ATG,1947,55.35
ATG,1948,56.22
ATG,1949,57.1
ATG,1950,57.97
ATG,1951,58.26
ATG,1952,58.8
ATG,1953,59.34
ATG,1954,59.87
ATG,1955,60.41
ATG,1956,60.93
ATG,1957,61.45
ATG,1958,61.97
ATG,1959,62.48
ATG,1960,62.97
ATG,1961,63.46
ATG,1962,63.93
ATG,1963,64.38
ATG,1964,64.81
ATG,1965,65.23
ATG,1966,65.63
ATG,1967,66.03
ATG,1968,66.41
ATG,1969,66.81
ATG,1970,67.19
ATG,1971,67.56
ATG,1972,67.94
ATG,1973,68.3
ATG,1974,68.64
ATG,1975,68.99
ATG,1976,69.32
ATG,1977,69.64
ATG,1978,69.96
ATG,1979,70.28
ATG,1980,70.59
ATG,1981,70.9
ATG,1982,71.22
ATG,1983,71.52
ATG,1984,71.82
ATG,1985,72.13
ATG,1986,72.42
ATG,1987,72.7
ATG,1988,72.97
ATG,1989,73.24
ATG,1990,73.5
ATG,1991,73.6
ATG,1992,73.5
ATG,1993,73.4
ATG,1994,73.4
ATG,1995,73.5
ATG,1996,73.5
ATG,1997,73.9
ATG,1998,74.1
ATG,1999,74
ATG,2000,73.8
ATG,2001,74.1
ATG,2002,74.3
ATG,2003,74.5
ATG,2004,74.6
ATG,2005,74.9
ATG,2006,74.9
ATG,2007,75.3
ATG,2008,75.5
ATG,2009,75.7
ATG,2010,75.8
ATG,2011,75.9
ATG,2012,76.1
ATG,2013,76.2
ATG,2014,76.3
ATG,2015,76.4
ATG,2016,76.5
ARG,1800,33.2
ARG,1801,33.2
ARG,1802,33.2
ARG,1803,33.2
ARG,1804,33.2
ARG,1805,33.2
ARG,1806,33.2
ARG,1807,33.2
ARG,1808,33.2
ARG,1809,33.2
ARG,1810,33.2
ARG,1811,33.2
ARG,1812,33.2
ARG,1813,33.2
ARG,1814,33.2
ARG,1815,33.2
ARG,1816,33.2
ARG,1817,33.2
ARG,1818,33.2
ARG,1819,33.2
ARG,1820,33.2
ARG,1821,33.2
ARG,1822,33.2
ARG,1823,33.2
ARG,1824,33.2
ARG,1825,33.2
ARG,1826,33.2
ARG,1827,33.2
ARG,1828,33.2
ARG,1829,33.2
ARG,1830,33.2
ARG,1831,33.2
ARG,1832,33.2
ARG,1833,33.2
ARG,1834,33.2
ARG,1835,33.2
ARG,1836,33.2
ARG,1837,33.2
ARG,1838,33.2
ARG,1839,33.2
ARG,1840,33.2
ARG,1841,33.2
ARG,1842,33.2
ARG,1843,33.2
ARG,1844,33.2
ARG,1845,33.2
ARG,1846,33.2
ARG,1847,33.2
ARG,1848,33.2
ARG,1849,33.2
ARG,1850,33.2
ARG,1851,33.2
ARG,1852,33.2
ARG,1853,33.2
ARG,1854,33.2
ARG,1855,33.2
ARG,1856,33.2
ARG,1857,33.2
ARG,1858,33.2
ARG,1859,33.2
ARG,1860,33.2
ARG,1861,33.2
ARG,1862,33.2
ARG,1863,33.2
ARG,1864,33.2
ARG,1865,33.2
ARG,1866,33.2
ARG,1867,33.2
ARG,1868,33.2
ARG,1869,33.2
ARG,1870,33.2
ARG,1871,33.2
ARG,1872,33.2
ARG,1873,33.2
ARG,1874,33.2
ARG,1875,33.2
ARG,1876,33.18
ARG,1877,33.16
ARG,1878,33.14
ARG,1879,33.12
ARG,1880,33.1
ARG,1881,33
ARG,1882,32.9
ARG,1883,32.8
ARG,1884,32.7
ARG,1885,32.6
ARG,1886,32.88
ARG,1887,33.16
ARG,1888,33.44
ARG,1889,33.72
ARG,1890,34
ARG,1891,33.86
ARG,1892,33.72
ARG,1893,33.58
ARG,1894,33.44
ARG,1895,33.3
ARG,1896,34
ARG,1897,34.7
ARG,1898,35.4
ARG,1899,36.1
ARG,1900,36.8
ARG,1901,37.38
ARG,1902,37.96
ARG,1903,38.54
ARG,1904,39.12
ARG,1905,39.7
ARG,1906,40.46
ARG,1907,41.22
ARG,1908,41.98
ARG,1909,42.74
ARG,1910,43.5
ARG,1911,44.04
ARG,1912,44.58
ARG,1913,45.12
ARG,1914,45.66
ARG,1915,46.2
ARG,1916,47
ARG,1917,47.8
ARG,1918,41.76
ARG,1919,49.4
ARG,1920,50.2
ARG,1921,50.68
ARG,1922,51.16
ARG,1923,51.64
ARG,1924,52.12
ARG,1925,52.6
ARG,1926,52.94
ARG,1927,53.28
ARG,1928,53.62
ARG,1929,53.96
ARG,1930,54.3
ARG,1931,54.3
ARG,1932,54.3
ARG,1933,54.3
ARG,1934,54.3
ARG,1935,54.3
ARG,1936,55.26
ARG,1937,56.22
ARG,1938,57.18
ARG,1939,58.14
