code,year,life_expectancy
GAB,1940,30.6
GAB,1941,30.56
GAB,1942,30.53
GAB,1943,30.49
GAB,1944,30.45
GAB,1945,30.41
GAB,1946,31.45
GAB,1947,32.49
GAB,1948,33.52
GAB,1949,34.56
GAB,1950,35.59
GAB,1951,35.84
GAB,1952,36.34
GAB,1953,36.8
GAB,1954,37.19
GAB,1955,37.54
GAB,1956,37.83
GAB,1957,38.1
GAB,1958,38.33
GAB,1959,38.56
GAB,1960,38.83
GAB,1961,39.15
GAB,1962,39.56
GAB,1963,40.07
GAB,1964,40.7
GAB,1965,41.42
GAB,1966,42.21
GAB,1967,43.06
GAB,1968,43.9
GAB,1969,44.74
GAB,1970,45.55
GAB,1971,46.35
GAB,1972,47.13
GAB,1973,47.9
GAB,1974,48.68
GAB,1975,49.45
GAB,1976,50.23
GAB,1977,51.01
GAB,1978,51.81
GAB,1979,52.61
GAB,1980,53.42
GAB,1981,54.24
GAB,1982,55.07
GAB,1983,55.88
GAB,1984,56.66
GAB,1985,57.4
GAB,1986,58.04
GAB,1987,58.58
GAB,1988,59
GAB,1989,59.32
GAB,1990,59.5
GAB,1991,59.8
GAB,1992,60.2
GAB,1993,60.1
GAB,1994,59.9
GAB,1995,59.8
GAB,1996,59.6
GAB,1997,59.9
GAB,1998,60
GAB,1999,59.7
GAB,2000,59.3
GAB,2001,59
GAB,2002,59.4
GAB,2003,59.4
GAB,2004,59.4
GAB,2005,60.1
GAB,2006,60.9
GAB,2007,61.6
GAB,2008,61.7
GAB,2009,62.1
GAB,2010,63
GAB,2011,63.3
GAB,2012,63.9
GAB,2013,64.4
GAB,2014,65
GAB,2015,65.9
GAB,2016,66.81
GMB,1800,28.8
GMB,1801,28.8
GMB,1802,28.8
GMB,1803,28.8
GMB,1804,28.8
GMB,1805,28.8
GMB,1806,28.8
GMB,1807,28.8
GMB,1808,28.8
GMB,1809,28.8
GMB,1810,28.8
GMB,1811,28.8
GMB,1812,28.8
GMB,1813,28.8
GMB,1814,28.8
GMB,1815,28.8
GMB,1816,28.8
GMB,1817,28.8
GMB,1818,28.8
GMB,1819,28.8
GMB,1820,28.8
GMB,1821,28.8
GMB,1822,28.8
GMB,1823,28.8
GMB,1824,28.8
GMB,1825,28.8
GMB,1826,28.8
GMB,1827,28.8
GMB,1828,28.8
GMB,1829,28.8
GMB,1830,28.8
GMB,1831,28.8
GMB,1832,28.8
GMB,1833,28.8
GMB,1834,28.8
GMB,1835,28.8
GMB,1836,28.8
GMB,1837,28.8
GMB,1838,28.8
GMB,1839,28.8
GMB,1840,28.8
GMB,1841,28.8
GMB,1842,28.8
GMB,1843,28.8
GMB,1844,28.8
GMB,1845,28.8
GMB,1846,28.8
GMB,1847,28.8
GMB,1848,28.8
GMB,1849,28.8
GMB,1850,28.8
GMB,1851,28.8
GMB,1852,28.8
GMB,1853,28.8
GMB,1854,28.8
GMB,1855,28.8
GMB,1856,28.8
GMB,1857,28.8
GMB,1858,28.8
GMB,1859,28.8
GMB,1860,28.8
GMB,1861,28.8
GMB,1862,28.8
GMB,1863,28.8
GMB,1864,28.8
GMB,1865,28.8
GMB,1866,28.8
GMB,1867,28.8
GMB,1868,28.8
GMB,1869,28.8
GMB,1870,28.8
GMB,1871,28.8
GMB,1872,28.8
GMB,1873,28.8
GMB,1874,28.8
GMB,1875,28.8
GMB,1876,28.8
GMB,1877,28.8
GMB,1878,28.8
GMB,1879,28.8
GMB,1880,28.8
GMB,1881,28.8
GMB,1882,28.8
GMB,1883,28.8
GMB,1884,28.8
GMB,1885,28.8
GMB,1886,28.8
GMB,1887,28.8
GMB,1888,28.8
GMB,1889,28.8
GMB,1890,28.8
GMB,1891,28.8
GMB,1892,28.8
GMB,1893,28.8
GMB,1894,28.8
GMB,1895,28.8
GMB,1896,28.8
GMB,1897,28.8
GMB,1898,28.8
GMB,1899,28.8
GMB,1900,28.8
GMB,1901,28.8
GMB,1902,28.8
GMB,1903,28.8
GMB,1904,28.8
GMB,1905,28.8
GMB,1906,28.8
GMB,1907,28.8
GMB,1908,28.8
GMB,1909,28.8
GMB,1910,28.8
GMB,1911,28.8
GMB,1912,28.8
GMB,1913,28.8
GMB,1914,28.8
GMB,1915,28.8
GMB,1916,28.8
GMB,1917,28.8
GMB,1918,11.42
GMB,1919,28.8
GMB,1920,28.8
GMB,1921,28.8
GMB,1922,28.8
GMB,1923,28.8
GMB,1924,28.8
GMB,1925,28.8
GMB,1926,28.8
GMB,1927,28.8
GMB,1928,28.8
GMB,1929,28.8
GMB,1930,28.8
GMB,1931,28.8
GMB,1932,28.8
GMB,1933,28.8
GMB,1934,28.8
GMB,1935,28.8
GMB,1936,28.8
GMB,1937,28.8
GMB,1938,28.8
GMB,1939,28.8
GMB,1940,28.8
GMB,1941,28.98
GMB,1942,29.17
GMB,1943,29.35
GMB,1944,29.53
GMB,1945,29.72
GMB,1946,30.08
GMB,1947,30.44
GMB,1948,30.79
GMB,1949,31.16
GMB,1950,31.52
GMB,1951,31.85
GMB,1952,32.33
GMB,1953,32.78
GMB,1954,33.22
GMB,1955,33.65
GMB,1956,34.06
GMB,1957,34.46
GMB,1958,34.86
GMB,1959,35.27
GMB,1960,35.7
GMB,1961,36.16
GMB,1962,36.68
GMB,1963,37.26
GMB,1964,37.91
GMB,1965,38.66
GMB,1966,39.47
GMB,1967,40.36
GMB,1968,41.3
GMB,1969,42.3
GMB,1970,43.31
GMB,1971,44.36
GMB,1972,45.42
GMB,1973,46.47
GMB,1974,47.51
GMB,1975,48.56
GMB,1976,49.58
GMB,1977,50.6
GMB,1978,51.61
GMB,1979,52.62
GMB,1980,53.61
GMB,1981,54.59
GMB,1982,55.55
GMB,1983,56.48
GMB,1984,57.37
GMB,1985,58.21
GMB,1986,58.97
GMB,1987,59.65
GMB,1988,60.26
GMB,1989,60.81
GMB,1990,61.3
GMB,1991,61.5
GMB,1992,61.5
GMB,1993,62
GMB,1994,62.3
GMB,1995,62.6
GMB,1996,62.8
GMB,1997,63.1
GMB,1998,63.4
GMB,1999,63.4
GMB,2000,63.6
GMB,2001,63.9
GMB,2002,63.8
GMB,2003,64.4
GMB,2004,64.7
GMB,2005,64.9
GMB,2006,65.2
GMB,2007,65.3
GMB,2008,65.7
GMB,2009,66
GMB,2010,66.5
GMB,2011,67.1
GMB,2012,67.5
GMB,2013,67.8
GMB,2014,68
GMB,2015,68.1
GMB,2016,68.2
GEO,1800,31.87
GEO,1801,31.87
GEO,1802,31.87
GEO,1803,31.87
GEO,1804,31.87
GEO,1805,31.87
GEO,1806,31.87
GEO,1807,31.87
GEO,1808,31.87
GEO,1809,31.87
GEO,1810,31.87
GEO,1811,31.87
GEO,1812,31.87
GEO,1813,31.87
GEO,1814,31.87
GEO,1815,31.87
GEO,1816,31.87
GEO,1817,31.87
GEO,1818,31.87
GEO,1819,31.87
GEO,1820,31.87
GEO,1821,31.87
GEO,1822,31.87
GEO,1823,31.87
GEO,1824,31.87
GEO,1825,31.87
GEO,1826,31.87
GEO,1827,31.87
GEO,1828,31.87
GEO,1829,31.87
GEO,1830,31.87
GEO,1831,31.87
GEO,1832,31.87
GEO,1833,31.87
GEO,1834,31.87
GEO,1835,31.87
GEO,1836,31.87
GEO,1837,31.87
GEO,1838,31.87
GEO,1839,31.87
GEO,1840,31.87
GEO,1841,31.87
GEO,1842,31.87
GEO,1843,31.87
GEO,1844,31.87
GEO,1845,31.87
GEO,1846,31.87
GEO,1847,31.87
GEO,1848,31.87
GEO,1849,31.87
GEO,1850,31.87
GEO,1851,31.87
GEO,1852,31.87
GEO,1853,31.87
GEO,1854,31.87
GEO,1855,31.87
GEO,1856,31.87
GEO,1857,31.87
GEO,1858,31.87
GEO,1859,31.87
GEO,1860,31.87
GEO,1861,31.87
GEO,1862,31.87
GEO,1863,31.87
GEO,1864,31.35
GEO,1865,30.82
GEO,1866,30.3
GEO,1867,29.78
GEO,1868,29.25
GEO,1869,29.3
GEO,1870,29.34
GEO,1871,29.38
GEO,1872,29.43
GEO,1873,29.47
GEO,1874,29.67
GEO,1875,29.87
GEO,1876,30.07
GEO,1877,30.27
GEO,1878,30.47
GEO,1879,30.67
GEO,1880,30.87
GEO,1881,31.07
GEO,1882,31.27
GEO,1883,31.47
GEO,1884,31.67
GEO,1885,31.87
GEO,1886,32.07
GEO,1887,32.27
GEO,1888,32.47
GEO,1889,32.67
GEO,1890,32.87
GEO,1891,33.07
GEO,1892,33.27
GEO,1893,33.47
GEO,1894,33.67
GEO,1895,33.87
GEO,1896,34.07
GEO,1897,34.27
GEO,1898,34.1
GEO,1899,33.94
GEO,1900,33.77
GEO,1901,34.02
GEO,1902,34.27
GEO,1903,34.52
GEO,1904,34.77
GEO,1905,35.02
GEO,1906,35.27
GEO,1907,35.52
GEO,1908,35.77
GEO,1909,36.02
GEO,1910,36.27
GEO,1911,39.23
GEO,1912,39.65
GEO,1913,37.48
GEO,1914,37.07
GEO,1915,36.67
GEO,1916,36.67
GEO,1917,33.67
GEO,1918,25
GEO,1919,35
GEO,1920,37
GEO,1921,33
GEO,1922,35.5
GEO,1923,36
GEO,1924,35
GEO,1925,39.34
GEO,1926,42.54
GEO,1927,41.88
GEO,1928,43.38
GEO,1929,42.14
GEO,1930,41.46
GEO,1931,40.5
GEO,1932,38
GEO,1933,24
GEO,1934,43.82
GEO,1935,45.38
GEO,1936,47.05
GEO,1937,46.06
GEO,1938,47.74
GEO,1939,50.14
GEO,1940,47.67
GEO,1941,33.29
GEO,1942,29.79
GEO,1943,27.78
GEO,1944,34.97
GEO,1945,44.96
GEO,1946,54.63
GEO,1947,46.62
GEO,1948,54.68
GEO,1949,57.47
GEO,1950,59.77
GEO,1951,59.96
GEO,1952,60.36
GEO,1953,60.75
GEO,1954,61.15
GEO,1955,61.54
GEO,1956,61.93
GEO,1957,62.32
GEO,1958,62.72
GEO,1959,63.11
GEO,1960,63.5
GEO,1961,63.9
GEO,1962,64.31
GEO,1963,64.71
GEO,1964,65.11
GEO,1965,65.52
GEO,1966,65.9
GEO,1967,66.26
GEO,1968,66.6
GEO,1969,66.93
GEO,1970,67.24
GEO,1971,67.54
GEO,1972,67.85
GEO,1973,68.17
GEO,1974,68.47
GEO,1975,68.76
GEO,1976,69
GEO,1977,69.19
GEO,1978,69.31
GEO,1979,69.37
GEO,1980,69.4
GEO,1981,69.42
GEO,1982,69.46
GEO,1983,69.52
GEO,1984,69.62
GEO,1985,69.75
GEO,1986,69.86
GEO,1987,69.94
GEO,1988,69.96
GEO,1989,69.95
GEO,1990,69.9
GEO,1991,69.9
GEO,1992,69.4
GEO,1993,69.2
GEO,1994,70.2
GEO,1995,70.7
GEO,1996,71.2
GEO,1997,71.3
GEO,1998,71.4
GEO,1999,71.4
GEO,2000,71.4
GEO,2001,71.7
GEO,2002,71.6
GEO,2003,71.7
GEO,2004,71.5
GEO,2005,71.8
GEO,2006,71.9
GEO,2007,72.1
GEO,2008,71.8
GEO,2009,72.1
GEO,2010,72.2
GEO,2011,72.2
GEO,2012,72.4
GEO,2013,72.5
GEO,2014,72.6
GEO,2015,72.9
GEO,2016,73.2
DEU,1800,38.37
DEU,1801,38.37
DEU,1802,38.37
DEU,1803,38.37
DEU,1804,38.37
DEU,1805,38.37
DEU,1806,38.37
DEU,1807,38.37
DEU,1808,38.37
DEU,1809,38.37
DEU,1810,38.37
DEU,1811,38.37
DEU,1812,38.37
DEU,1813,38.37
DEU,1814,38.37
DEU,1815,38.37
DEU,1816,38.37
DEU,1817,38.37
DEU,1818,38.37
DEU,1819,38.37
DEU,1820,38.37
DEU,1821,38.37
DEU,1822,38.37
DEU,1823,38.37
DEU,1824,38.37
DEU,1825,38.37
DEU,1826,38.37
DEU,1827,38.37
DEU,1828,38.37
DEU,1829,38.37
DEU,1830,38.37
DEU,1831,38.37
DEU,1832,38.37
DEU,1833,38.37
DEU,1834,38.37
DEU,1835,38.37
DEU,1836,38.37
DEU,1837,38.37
DEU,1838,38.37
DEU,1839,38.37
DEU,1840,38.37
DEU,1841,38.37
DEU,1842,38.37
DEU,1843,38.37
DEU,1844,38.37
DEU,1845,38.37
DEU,1846,38.37
DEU,1847,38.37
DEU,1848,38.37
DEU,1849,38.37
DEU,1850,38.37
DEU,1851,38.37
DEU,1852,38.37
DEU,1853,38.37
DEU,1854,38.37
DEU,1855,38.37
DEU,1856,38.37
DEU,1857,38.37
DEU,1858,38.37
DEU,1859,38.37
DEU,1860,38.37
DEU,1861,38.37
DEU,1862,38.37
DEU,1863,38.37
DEU,1864,38.37
DEU,1865,38.37
DEU,1866,38.37
DEU,1867,38.37
DEU,1868,38.37
DEU,1869,38.37
DEU,1870,38.37
DEU,1871,38.37
DEU,1872,38.37
DEU,1873,38.37
DEU,1874,38.37
DEU,1875,38.37
DEU,1876,38.48
DEU,1877,38.58
DEU,1878,38.69
DEU,1879,38.8
DEU,1880,38.91
DEU,1881,39.01
DEU,1882,39.12
DEU,1883,39.23
DEU,1884,39.33
DEU,1885,39.44
DEU,1886,39.73
DEU,1887,40.03
DEU,1888,40.32
DEU,1889,40.62
DEU,1890,40.91
DEU,1891,41.2
DEU,1892,41.5
DEU,1893,41.79
DEU,1894,42.09
DEU,1895,42.38
DEU,1896,42.69
DEU,1897,42.99
DEU,1898,43.3
DEU,1899,43.61
DEU,1900,43.92
DEU,1901,44.22
DEU,1902,44.53
DEU,1903,44.84
DEU,1904,45.14
DEU,1905,45.45
DEU,1906,46.04
DEU,1907,46.63
DEU,1908,47.23
DEU,1909,47.82
DEU,1910,48.41
DEU,1911,49
DEU,1912,49.59
DEU,1913,50.18
DEU,1914,46.18
DEU,1915,40.53
DEU,1916,38.99
DEU,1917,40.08
DEU,1918,32.94
DEU,1919,48.32
DEU,1920,53.5
DEU,1921,55.01
DEU,1922,55.62
DEU,1923,56.22
DEU,1924,56.82
DEU,1925,57.42
DEU,1926,57.83
DEU,1927,58.24
DEU,1928,58.64
DEU,1929,59.05
DEU,1930,59.46
DEU,1931,59.87
DEU,1932,60.28
DEU,1933,60.68
DEU,1934,61.09
DEU,1935,61.5
DEU,1936,61.79
DEU,1937,62.07
DEU,1938,62.36
DEU,1939,61
DEU,1940,60.66
DEU,1941,59
DEU,1942,55
DEU,1943,49.7
DEU,1944,37
DEU,1945,29
DEU,1946,60.51
DEU,1947,62.11
DEU,1948,63.71
DEU,1949,65.32
DEU,1950,66.91
DEU,1951,67.08
DEU,1952,67.4
DEU,1953,67.7
DEU,1954,68
DEU,1955,68.28
DEU,1956,68.57
DEU,1957,68.49
DEU,1958,69.23
DEU,1959,69.34
DEU,1960,69.26
DEU,1961,69.85
DEU,1962,70.01
DEU,1963,70.1
DEU,1964,70.66
DEU,1965,70.65
DEU,1966,70.77
DEU,1967,70.99
DEU,1968,70.64
DEU,1969,70.48
DEU,1970,70.72
DEU,1971,70.94
DEU,1972,71.16
DEU,1973,71.41
DEU,1974,71.71
DEU,1975,71.56
DEU,1976,72.02
DEU,1977,72.63
DEU,1978,72.6
DEU,1979,72.96
DEU,1980,73.14
DEU,1981,73.37
DEU,1982,73.69
DEU,1983,73.97
DEU,1984,74.44
DEU,1985,74.55
DEU,1986,74.75
DEU,1987,75.15
DEU,1988,75.33
DEU,1989,75.51
DEU,1990,75.4
DEU,1991,75.6
DEU,1992,76
DEU,1993,76.1
DEU,1994,76.4
DEU,1995,76.6
DEU,1996,76.9
DEU,1997,77.3
DEU,1998,77.6
DEU,1999,77.8
DEU,2000,78.1
DEU,2001,78.4
DEU,2002,78.6
DEU,2003,78.8
DEU,2004,79.2
DEU,2005,79.4
DEU,2006,79.7
DEU,2007,79.9
DEU,2008,80
DEU,2009,80.1
DEU,2010,80.3
DEU,2011,80.5
DEU,2012,80.6
DEU,2013,80.7
DEU,2014,80.7
DEU,2015,80.8
DEU,2016,80.9
GHA,1800,28
GHA,1801,28
GHA,1802,28
GHA,1803,28
GHA,1804,28
GHA,1805,28
GHA,1806,28
GHA,1807,28
GHA,1808,28
GHA,1809,28
GHA,1810,28
GHA,1811,28
GHA,1812,28
GHA,1813,28
GHA,1814,28
GHA,1815,28
GHA,1816,28
GHA,1817,28
GHA,1818,28
GHA,1819,28
GHA,1820,28
GHA,1821,28
GHA,1822,28
GHA,1823,28
GHA,1824,28
GHA,1825,28
GHA,1826,28
GHA,1827,28
GHA,1828,28
GHA,1829,28
GHA,1830,28
GHA,1831,28
GHA,1832,28
GHA,1833,28
GHA,1834,28
GHA,1835,28
GHA,1836,28
GHA,1837,28
GHA,1838,28
GHA,1839,28
GHA,1840,28
GHA,1841,28
GHA,1842,28
GHA,1843,28
GHA,1844,28
GHA,1845,28
GHA,1846,28
GHA,1847,28
GHA,1848,28
GHA,1849,28
GHA,1850,28
GHA,1851,28
GHA,1852,28
GHA,1853,28
GHA,1854,28
GHA,1855,28
GHA,1856,28
GHA,1857,28
GHA,1858,28
GHA,1859,28
GHA,1860,28
GHA,1861,28
GHA,1862,28
GHA,1863,28
GHA,1864,28
GHA,1865,28
GHA,1866,28
GHA,1867,28
GHA,1868,28
GHA,1869,28
GHA,1870,28
GHA,1871,28
GHA,1872,28
GHA,1873,28
GHA,1874,28
GHA,1875,28
GHA,1876,28
GHA,1877,28
GHA,1878,28
GHA,1879,28
GHA,1880,28
GHA,1881,28
GHA,1882,28
GHA,1883,28
GHA,1884,28
GHA,1885,28
GHA,1886,28
GHA,1887,28
GHA,1888,28
GHA,1889,28
GHA,1890,28
GHA,1891,28
GHA,1892,28
GHA,1893,28
GHA,1894,28
GHA,1895,28
GHA,1896,28
GHA,1897,28
GHA,1898,28
GHA,1899,28
GHA,1900,28
GHA,1901,28
GHA,1902,28
GHA,1903,28
GHA,1904,28
GHA,1905,28
GHA,1906,28
GHA,1907,28
GHA,1908,28
GHA,1909,28
GHA,1910,28
GHA,1911,28
GHA,1912,28
GHA,1913,28
GHA,1914,28
GHA,1915,28
GHA,1916,28
GHA,1917,28
GHA,1918,9.44
GHA,1919,28
GHA,1920,28
GHA,1921,28
GHA,1922,28
GHA,1923,28
GHA,1924,28
GHA,1925,28
GHA,1926,28.52
GHA,1927,29.05
GHA,1928,29.57
GHA,1929,30.1
GHA,1930,30.62
GHA,1931,31.15
GHA,1932,31.67
GHA,1933,32.2
GHA,1934,32.72
GHA,1935,33.25
GHA,1936,33.77
GHA,1937,34.3
GHA,1938,34.82
GHA,1939,35.35
GHA,1940,35.87
GHA,1941,36.42
GHA,1942,36.97
GHA,1943,37.52
GHA,1944,38.07
GHA,1945,38.62
GHA,1946,39.17
GHA,1947,39.72
GHA,1948,40.27
GHA,1949,40.82
GHA,1950,41.37
GHA,1951,41.66
GHA,1952,42.22
GHA,1953,42.76
GHA,1954,43.3
GHA,1955,43.83
GHA,1956,44.36
GHA,1957,44.87
GHA,1958,45.37
GHA,1959,45.86
GHA,1960,46.34
GHA,1961,46.8
GHA,1962,47.25
GHA,1963,47.66
GHA,1964,48.07
GHA,1965,48.44
GHA,1966,48.8
GHA,1967,49.14
GHA,1968,49.46
GHA,1969,49.78
GHA,1970,50.08
GHA,1971,50.39
GHA,1972,50.7
GHA,1973,51.02
GHA,1974,51.35
GHA,1975,51.68
GHA,1976,52
GHA,1977,52.33
GHA,1978,52.63
GHA,1979,52.95
GHA,1980,53.26
GHA,1981,53.6
GHA,1982,53.95
GHA,1983,54.34
GHA,1984,54.76
GHA,1985,55.23
GHA,1986,55.75
GHA,1987,56.31
GHA,1988,56.89
GHA,1989,57.47
GHA,1990,58
GHA,1991,58.4
GHA,1992,58.7
GHA,1993,59.5
GHA,1994,59.6
GHA,1995,60
GHA,1996,60.1
GHA,1997,59.8
GHA,1998,60.1
GHA,1999,60.1
GHA,2000,60
GHA,2001,59.9
GHA,2002,60
GHA,2003,60.2
GHA,2004,60.5
GHA,2005,60.8
GHA,2006,61.2
GHA,2007,61.6
GHA,2008,62
GHA,2009,62.4
GHA,2010,62.9
GHA,2011,63.5
GHA,2012,64.1
GHA,2013,64.5
GHA,2014,64.8
GHA,2015,65.3
GHA,2016,65.8
GRC,1800,36.6
GRC,1801,36.6
GRC,1802,36.6
GRC,1803,36.6
GRC,1804,36.6
GRC,1805,36.6
GRC,1806,36.6
GRC,1807,36.6
GRC,1808,36.6
GRC,1809,36.6
GRC,1810,36.6
GRC,1811,36.6
GRC,1812,36.6
GRC,1813,36.6
GRC,1814,36.6
GRC,1815,36.6
GRC,1816,36.6
GRC,1817,36.6
GRC,1818,36.6
GRC,1819,36.6
GRC,1820,36.6
GRC,1821,36.6
GRC,1822,36.6
GRC,1823,36.6
GRC,1824,36.6
GRC,1825,36.6
GRC,1826,36.6
GRC,1827,36.6
GRC,1828,36.6
GRC,1829,36.6
GRC,1830,36.6
GRC,1831,36.6
GRC,1832,36.6
GRC,1833,36.6
GRC,1834,36.6
GRC,1835,36.6
GRC,1836,36.6
GRC,1837,36.6
GRC,1838,36.6
GRC,1839,36.6
GRC,1840,36.6
GRC,1841,36.6
GRC,1842,36.6
GRC,1843,36.6
GRC,1844,36.6
GRC,1845,36.6
GRC,1846,36.6
GRC,1847,36.6
GRC,1848,36.6
GRC,1849,36.6
GRC,1850,36.6
GRC,1851,36.6
GRC,1852,36.6
GRC,1853,36.6
GRC,1854,36.6
GRC,1855,36.6
GRC,1856,36.6
GRC,1857,36.6
GRC,1858,36.6
GRC,1859,36.6
GRC,1860,36.6
GRC,1861,36.6
GRC,1862,36.6
GRC,1863,36.6
GRC,1864,36.6
GRC,1865,36.6
GRC,1866,36.6
GRC,1867,36.6
GRC,1868,36.6
GRC,1869,36.6
GRC,1870,36.6
GRC,1871,36.6
GRC,1872,36.6
GRC,1873,36.6
GRC,1874,36.6
GRC,1875,36.6
GRC,1876,36.6
GRC,1877,36.6
GRC,1878,36.7
GRC,1879,36.8
GRC,1880,36.9
GRC,1881,37
GRC,1882,37.1
GRC,1883,37.22
GRC,1884,37.34
GRC,1885,37.46
GRC,1886,37.58
GRC,1887,37.7
GRC,1888,37.86
GRC,1889,38.02
GRC,1890,38.18
GRC,1891,38.34
GRC,1892,38.5
GRC,1893,38.68
GRC,1894,38.86
GRC,1895,39.04
GRC,1896,39.22
GRC,1897,39.4
GRC,1898,39.6
GRC,1899,39.8
GRC,1900,40
GRC,1901,40.2
GRC,1902,40.4
GRC,1903,40.56
GRC,1904,40.72
GRC,1905,40.88
GRC,1906,41.04
GRC,1907,41.2
GRC,1908,41.47
GRC,1909,41.73
GRC,1910,42
GRC,1911,42.26
GRC,1912,42.53
GRC,1913,42.79
GRC,1914,43.06
GRC,1915,43.32
GRC,1916,43.59
GRC,1917,43.86
GRC,1918,24.07
GRC,1919,44.39
GRC,1920,44.65
GRC,1921,44.93
GRC,1922,45.2
GRC,1923,45.8
GRC,1924,46.4
GRC,1925,47
GRC,1926,47.6
GRC,1927,48.2
GRC,1928,46.17
GRC,1929,49.97
GRC,1930,50.15
GRC,1931,50.32
GRC,1932,50.5
GRC,1933,50.96
GRC,1934,51.42
GRC,1935,51.88
GRC,1936,52.34
GRC,1937,52.8
GRC,1938,53.31
GRC,1939,53.82
GRC,1940,54.34
GRC,1941,40.21
GRC,1942,29.52
GRC,1943,39.03
GRC,1944,45.03
GRC,1945,58.04
GRC,1946,56.15
GRC,1947,53.56
GRC,1948,48.27
GRC,1949,55.38
GRC,1950,65.5
GRC,1951,65.57
GRC,1952,65.72
GRC,1953,65.92
GRC,1954,66.16
GRC,1955,66.46
GRC,1956,66.79
GRC,1957,67.16
GRC,1958,67.57
GRC,1959,67.99
GRC,1960,68.41
GRC,1961,68.8
GRC,1962,69.14
GRC,1963,69.44
GRC,1964,69.69
GRC,1965,69.91
GRC,1966,70.12
GRC,1967,70.34
GRC,1968,70.59
GRC,1969,70.88
GRC,1970,71.2
GRC,1971,71.53
GRC,1972,71.85
GRC,1973,72.13
GRC,1974,72.39
GRC,1975,72.62
GRC,1976,72.85
GRC,1977,73.1
GRC,1978,73.38
GRC,1979,73.68
GRC,1980,74.01
GRC,1981,74.33
GRC,1982,74.64
GRC,1983,74.94
GRC,1984,75.21
GRC,1985,75.47
GRC,1986,75.73
GRC,1987,76.01
GRC,1988,76.32
GRC,1989,76.66
GRC,1990,77
GRC,1991,77.1
GRC,1992,77.1
GRC,1993,77.5
GRC,1994,77.7
GRC,1995,77.8
GRC,1996,77.9
GRC,1997,78.1
GRC,1998,78.2
GRC,1999,78.3
GRC,2000,78.6
GRC,2001,78.9
GRC,2002,79.1
GRC,2003,79.3
GRC,2004,79.4
GRC,2005,79.6
GRC,2006,80
GRC,2007,79.8
GRC,2008,80.2
GRC,2009,80.2
GRC,2010,80.4
GRC,2011,80.5
GRC,2012,80.6
GRC,2013,81
GRC,2014,81
GRC,2015,81
GRC,2016,81
GRL,1800,33.87
GRL,1801,33.87
GRL,1802,33.87
GRL,1803,33.87
GRL,1804,33.87
GRL,1805,33.87
GRL,1806,33.87
GRL,1807,33.87
GRL,1808,33.87
GRL,1809,33.87
GRL,1810,33.87
GRL,1811,33.87
GRL,1812,33.87
GRL,1813,33.87
GRL,1814,33.87
GRL,1815,33.87
GRL,1816,33.87
GRL,1817,33.87
GRL,1818,33.87
GRL,1819,33.87
GRL,1820,33.87
GRL,1821,33.87
GRL,1822,33.87
GRL,1823,33.87
GRL,1824,33.87
GRL,1825,33.87
GRL,1826,33.87
GRL,1827,33.87
GRL,1828,33.87
GRL,1829,33.87
GRL,1830,33.87
GRL,1831,33.87
GRL,1832,33.87
GRL,1833,33.87
GRL,1834,33.87
GRL,1835,33.87
GRL,1836,33.87
GRL,1837,33.87
GRL,1838,33.87
GRL,1839,33.87
GRL,1840,33.87
GRL,1841,33.87
GRL,1842,33.87
GRL,1843,33.87
GRL,1844,33.87
GRL,1845,33.87
GRL,1846,33.87
GRL,1847,33.87
GRL,1848,33.87
GRL,1849,33.87
GRL,1850,33.87
GRL,1851,33.87
GRL,1852,33.87
GRL,1853,33.87
GRL,1854,33.87
GRL,1855,33.87
GRL,1856,33.87
GRL,1857,33.87
GRL,1858,33.87
GRL,1859,33.87
GRL,1860,33.87
GRL,1861,33.87
GRL,1862,33.87
GRL,1863,33.87
GRL,1864,33.87
GRL,1865,33.87
GRL,1866,33.87
GRL,1867,33.87
GRL,1868,33.87
GRL,1869,33.87
GRL,1870,33.87
GRL,1871,33.87
GRL,1872,33.87
GRL,1873,33.87
GRL,1874,33.87
GRL,1875,33.87
GRL,1876,33.87
GRL,1877,33.87
GRL,1878,33.87
GRL,1879,33.87
GRL,1880,33.87
GRL,1881,33.87
GRL,1882,33.54
GRL,1883,33.22
GRL,1884,32.9
GRL,1885,32.57
GRL,1886,32.25
GRL,1887,31.92
GRL,1888,31.6
GRL,1889,31.28
GRL,1890,30.95
GRL,1891,31.51
GRL,1892,32.06
GRL,1893,32.62
GRL,1894,33.17
GRL,1895,33.73
GRL,1896,34.28
GRL,1897,34.84
GRL,1898,35.39
GRL,1899,35.95
GRL,1900,36.5
GRL,1901,36.64
GRL,1902,36.78
GRL,1903,36.92
GRL,1904,37.06
GRL,1905,36.71
GRL,1906,36.36
GRL,1907,36.01
GRL,1908,35.66
GRL,1909,35.31
GRL,1910,34.96
GRL,1911,34.61
GRL,1912,34.26
GRL,1913,33.91
GRL,1914,33.56
GRL,1915,33.22
GRL,1916,32.87
GRL,1917,33.07
GRL,1918,28.89
GRL,1919,33.47
GRL,1920,33.67
GRL,1921,33.87
GRL,1922,34.65
GRL,1923,35.43
GRL,1924,36.22
GRL,1925,37
GRL,1926,37.78
GRL,1927,38.57
GRL,1928,39.35
GRL,1929,38.6
GRL,1930,37.85
GRL,1931,37.1
GRL,1932,36.36
GRL,1933,35.61
GRL,1934,34.86
GRL,1935,34.11
GRL,1936,33.36
GRL,1937,34.86
GRL,1938,36.36
GRL,1939,37.85
