code,year,child_mortality
TCD,1902,430.1
TCD,1903,429.5
TCD,1904,429
TCD,1905,428.3
TCD,1906,427.6
TCD,1907,426.8
TCD,1908,426
TCD,1909,425.1
TCD,1910,424.1
TCD,1911,423.2
TCD,1912,422.2
TCD,1913,421.1
TCD,1914,420.1
TCD,1915,419.1
TCD,1916,418.1
TCD,1917,417.1
TCD,1918,416.1
TCD,1919,415.1
TCD,1920,414.1
TCD,1921,413.1
TCD,1922,412
TCD,1923,411
TCD,1924,410
TCD,1925,409
TCD,1926,408
TCD,1927,407
TCD,1928,406
TCD,1929,404.9
TCD,1930,403.9
TCD,1931,402.9
TCD,1932,401.9
TCD,1933,400.4
TCD,1934,398.9
TCD,1935,397.4
TCD,1936,395.9
TCD,1937,394.4
TCD,1938,392.9
TCD,1939,391.5
TCD,1940,390
TCD,1941,388.5
TCD,1942,387
TCD,1943,385.6
TCD,1944,384.1
TCD,1945,382.6
TCD,1946,370.8
TCD,1947,358.1
TCD,1948,346.9
TCD,1949,335.8
TCD,1950,324.1
TCD,1951,321.8
TCD,1952,318.4
TCD,1953,313.8
TCD,1954,309.7
TCD,1955,304.3
TCD,1956,298.5
TCD,1957,293.5
TCD,1958,287.1
TCD,1959,280.8
TCD,1960,279
TCD,1961,277.2
TCD,1962,275.5
TCD,1963,273.8
TCD,1964,272
TCD,1965,270.3
TCD,1966,268.6
TCD,1967,266.9
TCD,1968,265.2
TCD,1969,263.5
TCD,1970,259.6
TCD,1971,256
TCD,1972,252.3
TCD,1973,251
TCD,1974,249.5
TCD,1975,248.1
TCD,1976,246.7
TCD,1977,245.3
TCD,1978,243.7
TCD,1979,242
TCD,1980,240.1
TCD,1981,238.1
TCD,1982,236
TCD,1983,233.5
TCD,1984,230.9
TCD,1985,228.2
TCD,1986,225.5
TCD,1987,222.8
TCD,1988,220.1
TCD,1989,217.3
TCD,1990,214.6
TCD,1991,212
TCD,1992,209.4
TCD,1993,207
TCD,1994,204.8
TCD,1995,202.7
TCD,1996,200.6
TCD,1997,198.3
TCD,1998,195.8
TCD,1999,193
TCD,2000,190.2
TCD,2001,187.3
TCD,2002,184.6
TCD,2003,181.9
TCD,2004,179.4
TCD,2005,177
TCD,2006,174.6
TCD,2007,171.5
TCD,2008,168
TCD,2009,164
TCD,2010,160.1
TCD,2011,156
TCD,2012,151.6
TCD,2013,147.1
TCD,2014,142.9
TCD,2015,138.7
CHANISL,1980,23.13
CHANISL,1981,22.39
CHANISL,1982,21.67
CHANISL,1983,21
CHANISL,1984,20.38
CHANISL,1985,19.8
CHANISL,1986,19.26
CHANISL,1987,18.73
CHANISL,1988,18.2
CHANISL,1989,17.67
CHANISL,1990,17.15
CHANISL,1991,16.64
CHANISL,1992,16.16
CHANISL,1993,15.7
CHANISL,1994,15.28
CHANISL,1995,14.89
CHANISL,1996,14.51
CHANISL,1997,14.12
CHANISL,1998,13.74
CHANISL,1999,13.34
CHANISL,2000,12.93
CHANISL,2001,12.51
CHANISL,2002,12.08
CHANISL,2003,11.66
CHANISL,2004,11.26
CHANISL,2005,10.88
CHANISL,2006,10.54
CHANISL,2007,10.24
CHANISL,2008,9.97
CHANISL,2009,9.75
CHANISL,2010,9.57
CHANISL,2011,9.41
CHANISL,2012,9.27
CHANISL,2013,9.13
CHANISL,2014,9
CHANISL,2015,8.87
CHL,1800,417.4
CHL,1801,417.4
CHL,1802,417.4
CHL,1803,417.4
CHL,1804,417.4
CHL,1805,417.4
CHL,1806,417.4
CHL,1807,417.4
CHL,1808,417.4
CHL,1809,417.4
CHL,1810,417.4
CHL,1811,417.4
CHL,1812,417.4
CHL,1813,417.4
CHL,1814,417.4
CHL,1815,417.4
CHL,1816,417.4
CHL,1817,417.4
CHL,1818,417.4
CHL,1819,417.4
CHL,1820,417.4
CHL,1821,417.4
CHL,1822,417.4
CHL,1823,417.4
CHL,1824,417.4
CHL,1825,417.4
CHL,1826,417.4
CHL,1827,417.4
CHL,1828,417.4
CHL,1829,417.4
CHL,1830,417.4
CHL,1831,417.4
CHL,1832,417.4
CHL,1833,417.4
CHL,1834,417.4
CHL,1835,417.4
CHL,1836,417.4
CHL,1837,417.4
CHL,1838,417.4
CHL,1839,417.4
CHL,1840,417.4
CHL,1841,417.4
CHL,1842,417.4
CHL,1843,417.4
CHL,1844,417.4
CHL,1845,417.4
CHL,1846,417.4
CHL,1847,417.4
CHL,1848,417.4
CHL,1849,417.4
CHL,1850,417.4
CHL,1851,417.4
CHL,1852,417.4
CHL,1853,417.4
CHL,1854,417.4
CHL,1855,417.4
CHL,1856,417.4
CHL,1857,417.4
CHL,1858,417.4
CHL,1859,417.4
CHL,1860,417.4
CHL,1861,417.4
CHL,1862,417.4
CHL,1863,417.4
CHL,1864,417.4
CHL,1865,417.4
CHL,1866,417.4
CHL,1867,417.4
CHL,1868,417.4
CHL,1869,417.4
CHL,1870,417.4
CHL,1871,417.4
CHL,1872,417.4
CHL,1873,417.4
CHL,1874,417.4
CHL,1875,417.4
CHL,1876,417.4
CHL,1877,417.4
CHL,1878,417.4
CHL,1879,417.4
CHL,1880,417.4
CHL,1881,417.4
CHL,1882,417.4
CHL,1883,417.4
CHL,1884,417.4
CHL,1885,417.4
CHL,1886,417.4
CHL,1887,417.4
CHL,1888,417.4
CHL,1889,417.4
CHL,1890,417.4
CHL,1891,417.4
CHL,1892,429.3
CHL,1893,441.5
CHL,1894,454
CHL,1895,466.9
CHL,1896,480.1
CHL,1897,493.7
CHL,1898,507.7
CHL,1899,522.1
CHL,1900,536.9
CHL,1901,552.2
CHL,1902,438.5
CHL,1903,428.7
CHL,1904,464.5
CHL,1905,404.5
CHL,1906,531
CHL,1907,483.9
CHL,1908,516.4
CHL,1909,511.6
CHL,1910,433.6
CHL,1911,540.8
CHL,1912,466.1
CHL,1913,464.5
CHL,1914,414.1
CHL,1915,412.6
CHL,1916,391.6
CHL,1917,436.9
CHL,1918,414.1
CHL,1919,496.9
CHL,1920,427.1
CHL,1921,451.5
CHL,1922,390
CHL,1923,459.7
CHL,1924,432.1
CHL,1925,419.1
CHL,1926,407.9
CHL,1927,367.4
CHL,1928,344.9
CHL,1929,364.3
CHL,1930,380.4
CHL,1931,377.2
CHL,1932,382.1
CHL,1933,419.2
CHL,1934,425.8
CHL,1935,408
CHL,1936,409.6
CHL,1937,391.9
CHL,1938,383.8
CHL,1939,366.1
CHL,1940,353.1
CHL,1941,325.6
CHL,1942,317.4
CHL,1943,315.8
CHL,1944,294.6
CHL,1945,299.5
CHL,1946,260.5
CHL,1947,262.2
CHL,1948,237.3
CHL,1949,251.8
CHL,1950,238.7
CHL,1951,229.8
CHL,1952,221
CHL,1953,212.7
CHL,1954,204.7
CHL,1955,197
CHL,1956,189.7
CHL,1957,182.5
CHL,1958,175.7
CHL,1959,169.1
CHL,1960,157.3
CHL,1961,148.5
CHL,1962,142.3
CHL,1963,135.8
CHL,1964,126.8
CHL,1965,115.9
CHL,1966,104.5
CHL,1967,94.1
CHL,1968,86.2
CHL,1969,81.7
CHL,1970,79.6
CHL,1971,78.4
CHL,1972,77
CHL,1973,74.6
CHL,1974,70.6
CHL,1975,64.7
CHL,1976,57.1
CHL,1977,48.8
CHL,1978,41.7
CHL,1979,36.8
CHL,1980,33.2
CHL,1981,30.1
CHL,1982,27
CHL,1983,24.6
CHL,1984,23.1
CHL,1985,22.4
CHL,1986,22.1
CHL,1987,21.9
CHL,1988,21.4
CHL,1989,20.4
CHL,1990,19.1
CHL,1991,17.7
CHL,1992,16.4
CHL,1993,15.1
CHL,1994,14
CHL,1995,13.1
CHL,1996,12.5
CHL,1997,12.2
CHL,1998,12
CHL,1999,11.5
CHL,2000,10.9
CHL,2001,10.3
CHL,2002,9.8
CHL,2003,9.5
CHL,2004,9.3
CHL,2005,9.1
CHL,2006,9
CHL,2007,8.9
CHL,2008,8.9
CHL,2009,8.8
CHL,2010,8.8
CHL,2011,8.7
CHL,2012,8.6
CHL,2013,8.4
CHL,2014,8.3
CHL,2015,8.1
CHN,1800,417.4
CHN,1801,417.4
CHN,1802,417.4
CHN,1803,417.4
CHN,1804,417.4
CHN,1805,417.4
CHN,1806,417.4
CHN,1807,417.4
CHN,1808,417.4
CHN,1809,417.4
CHN,1810,417.4
CHN,1811,417.4
CHN,1812,417.4
CHN,1813,417.4
CHN,1814,417.4
CHN,1815,417.4
CHN,1816,417.4
CHN,1817,417.4
CHN,1818,417.4
CHN,1819,417.4
CHN,1820,417.4
CHN,1821,417.4
CHN,1822,417.4
CHN,1823,417.4
CHN,1824,417.4
CHN,1825,417.4
CHN,1826,417.4
CHN,1827,417.4
CHN,1828,417.4
CHN,1829,417.4
CHN,1830,417.4
CHN,1831,417.4
CHN,1832,417.4
CHN,1833,417.4
CHN,1834,417.4
CHN,1835,417.4
CHN,1836,417.4
CHN,1837,417.4
CHN,1838,417.4
CHN,1839,417.4
CHN,1840,417.4
CHN,1841,417.4
CHN,1842,417.4
CHN,1843,417.4
CHN,1844,417.4
CHN,1845,417.4
CHN,1846,417.4
CHN,1847,417.4
CHN,1848,417.4
CHN,1849,417.4
CHN,1850,417.4
CHN,1851,430.5
CHN,1852,443.8
CHN,1853,457.4
CHN,1854,471.4
CHN,1855,485.7
CHN,1856,500.4
CHN,1857,491.6
CHN,1858,481.4
CHN,1859,472.8
CHN,1860,464.4
CHN,1861,456.1
CHN,1862,446.5
CHN,1863,438.5
CHN,1864,430.5
CHN,1865,429.2
CHN,1866,426.6
CHN,1867,425.2
CHN,1868,422.6
CHN,1869,421.3
CHN,1870,418.7
CHN,1871,417.4
CHN,1872,417.4
CHN,1873,417.4
CHN,1874,417.4
CHN,1875,417.4
CHN,1876,417.4
CHN,1877,417.4
CHN,1878,417.4
CHN,1879,417.4
CHN,1880,417.4
CHN,1881,417.4
CHN,1882,417.4
CHN,1883,417.4
CHN,1884,417.4
CHN,1885,417.4
CHN,1886,417.4
CHN,1887,417.4
CHN,1888,417.4
CHN,1889,417.4
CHN,1890,417.4
CHN,1891,417.4
CHN,1892,417.4
CHN,1893,417.4
CHN,1894,417.4
CHN,1895,417.4
CHN,1896,417.3
CHN,1897,417.2
CHN,1898,417.1
CHN,1899,416.8
CHN,1900,416.5
CHN,1901,416.2
CHN,1902,415.8
CHN,1903,415.3
CHN,1904,414.7
CHN,1905,414.1
CHN,1906,413.4
CHN,1907,412.6
CHN,1908,411.8
CHN,1909,411
CHN,1910,410.1
CHN,1911,409.1
CHN,1912,408.1
CHN,1913,407.1
CHN,1914,406.2
CHN,1915,405.2
CHN,1916,404.2
CHN,1917,403.2
CHN,1918,402.2
CHN,1919,401.3
CHN,1920,400.3
CHN,1921,399.3
CHN,1922,398.3
CHN,1923,397.4
CHN,1924,396.4
CHN,1925,395.4
CHN,1926,394.4
CHN,1927,393.4
CHN,1928,392.5
CHN,1929,391.5
CHN,1930,390.5
CHN,1931,383.6
CHN,1932,376.7
CHN,1933,369.9
CHN,1934,363.2
CHN,1935,356.7
CHN,1936,350.1
CHN,1937,345.9
CHN,1938,340.6
CHN,1939,336.5
CHN,1940,332.4
CHN,1941,330.9
CHN,1942,329.3
CHN,1943,327.8
CHN,1944,326.2
CHN,1945,324.7
CHN,1946,323.2
CHN,1947,321.6
CHN,1948,320.1
CHN,1949,318.6
CHN,1950,317.1
CHN,1951,311.7
CHN,1952,306.4
CHN,1953,301.2
CHN,1954,296
CHN,1955,291
CHN,1956,270.3
CHN,1957,251.1
CHN,1958,233.3
CHN,1959,268.4
CHN,1960,309
CHN,1961,261.9
CHN,1962,167.8
CHN,1963,148.1
CHN,1964,130.8
CHN,1965,115.4
CHN,1966,120.8
CHN,1967,126.4
CHN,1968,132.3
CHN,1969,119.1
CHN,1970,113.3
CHN,1971,107.7
CHN,1972,102.1
CHN,1973,96.5
CHN,1974,90.9
CHN,1975,85.2
CHN,1976,79.8
CHN,1977,74.6
CHN,1978,70
CHN,1979,65.9
CHN,1980,62.4
CHN,1981,59.6
CHN,1982,57.4
CHN,1983,55.7
CHN,1984,54.6
CHN,1985,54
CHN,1986,53.7
CHN,1987,53.7
CHN,1988,53.9
CHN,1989,54
CHN,1990,53.8
CHN,1991,53.3
CHN,1992,52.4
CHN,1993,51
CHN,1994,49.3
CHN,1995,47.5
CHN,1996,45.6
CHN,1997,43.6
CHN,1998,41.5
CHN,1999,39.3
CHN,2000,36.9
CHN,2001,34.3
CHN,2002,31.6
CHN,2003,28.9
CHN,2004,26.3
CHN,2005,24
CHN,2006,21.9
CHN,2007,20.1
CHN,2008,18.5
CHN,2009,17
CHN,2010,15.7
CHN,2011,14.5
CHN,2012,13.4
CHN,2013,12.3
CHN,2014,11.4
CHN,2015,10.7
COL,1800,417.4
COL,1801,417.4
COL,1802,417.4
COL,1803,417.4
COL,1804,417.4
COL,1805,417.4
COL,1806,417.4
COL,1807,417.4
COL,1808,417.4
COL,1809,417.4
COL,1810,417.4
COL,1811,417.4
COL,1812,417.4
COL,1813,417.4
COL,1814,417.4
COL,1815,417.4
COL,1816,417.4
COL,1817,417.4
COL,1818,417.4
COL,1819,417.4
COL,1820,417.4
COL,1821,417.4
COL,1822,417.4
COL,1823,417.4
COL,1824,417.4
COL,1825,417.4
COL,1826,417.4
COL,1827,417.4
COL,1828,417.4
COL,1829,417.4
COL,1830,417.4
COL,1831,417.4
COL,1832,417.4
COL,1833,417.4
COL,1834,417.4
COL,1835,417.4
COL,1836,417.4
COL,1837,417.4
COL,1838,417.4
COL,1839,417.4
COL,1840,417.4
COL,1841,417.4
COL,1842,417.4
COL,1843,417.4
COL,1844,417.4
COL,1845,417.4
COL,1846,417.4
COL,1847,417.4
COL,1848,417.4
COL,1849,417.4
COL,1850,417.4
COL,1851,417.4
COL,1852,417.4
COL,1853,417.4
COL,1854,417.4
COL,1855,417.4
COL,1856,417.4
COL,1857,417.4
COL,1858,417.4
COL,1859,417.4
COL,1860,417.4
COL,1861,417.4
COL,1862,417.4
COL,1863,417.4
COL,1864,417.4
COL,1865,417.4
COL,1866,417.4
COL,1867,417.4
COL,1868,417.4
COL,1869,417.4
COL,1870,417.4
COL,1871,417.4
COL,1872,417.4
COL,1873,417.4
COL,1874,417.4
COL,1875,417.4
COL,1876,417.4
COL,1877,417.4
COL,1878,417.4
COL,1879,417.4
COL,1880,417.4
COL,1881,417.4
COL,1882,417.4
COL,1883,417.4
COL,1884,417.4
COL,1885,417.4
COL,1886,417.4
COL,1887,417.4
COL,1888,417.4
COL,1889,417.4
COL,1890,417.4
COL,1891,417.4
COL,1892,417.4
COL,1893,417.4
COL,1894,417.4
COL,1895,417.4
COL,1896,417.3
COL,1897,417.2
COL,1898,417.1
COL,1899,416.8
COL,1900,416.5
COL,1901,416.2
COL,1902,415.8
COL,1903,415.3
COL,1904,414.7
COL,1905,414.1
COL,1906,413.4
COL,1907,412.6
COL,1908,411.8
COL,1909,411
COL,1910,410.1
COL,1911,409.1
COL,1912,408.1
COL,1913,407.1
COL,1914,406.2
COL,1915,383.3
COL,1916,361.8
COL,1917,341.5
COL,1918,322.3
COL,1919,304.2
COL,1920,287.1
COL,1921,271
COL,1922,255.8
COL,1923,241.4
COL,1924,227.8
COL,1925,190.4
COL,1926,238.9
COL,1927,231.6
COL,1928,203.6
COL,1929,192.3
COL,1930,160.5
COL,1931,196.1
COL,1932,212.3
COL,1933,229.8
COL,1934,181.1
COL,1935,253.5
COL,1936,248.2
COL,1937,242.7
COL,1938,253.5
COL,1939,263.8
COL,1940,228.1
COL,1941,242.8
COL,1942,250
COL,1943,255.3
COL,1944,251.8
COL,1945,244.7
COL,1946,242.9
COL,1947,224.4
COL,1948,216.9
COL,1949,213.2
COL,1950,194.4
COL,1951,186.9
COL,1952,170
COL,1953,186.9
COL,1954,176
COL,1955,165.6
COL,1956,155.9
COL,1957,146.7
COL,1958,138.1
COL,1959,130
COL,1960,127.3
COL,1961,124.6
COL,1962,122
COL,1963,119.4
COL,1964,116.7
COL,1965,114
COL,1966,111.1
COL,1967,108
COL,1968,104.6
COL,1969,101.1
COL,1970,97.6
COL,1971,94
COL,1972,90.4
COL,1973,86.7
COL,1974,82.8
COL,1975,78.7
COL,1976,74.3
COL,1977,69.9
COL,1978,65.5
COL,1979,61.3
COL,1980,57.4
COL,1981,53.7
COL,1982,50.3
COL,1983,47.3
COL,1984,44.6
COL,1985,42.3
COL,1986,40.3
COL,1987,38.7
COL,1988,37.4
COL,1989,36.2
COL,1990,35.1
COL,1991,34.1
COL,1992,33.1
COL,1993,32.1
COL,1994,31
COL,1995,30
COL,1996,28.9
COL,1997,27.9
COL,1998,26.9
COL,1999,26
COL,2000,25.1
COL,2001,24.3
COL,2002,23.6
COL,2003,22.9
COL,2004,22.2
COL,2005,21.5
COL,2006,20.9
COL,2007,20.3
COL,2008,19.7
COL,2009,19.1
COL,2010,18.5
COL,2011,18
COL,2012,17.4
COL,2013,16.9
COL,2014,16.4
COL,2015,15.9
COM,1800,416.2
COM,1801,416.2
COM,1802,416.2
COM,1803,416.2
COM,1804,416.2
COM,1805,416.2
COM,1806,416.2
COM,1807,416.2
COM,1808,416.2
COM,1809,416.2
COM,1810,416.2
COM,1811,416.2
COM,1812,416.2
COM,1813,416.2
COM,1814,416.2
COM,1815,416.2
COM,1816,416.2
COM,1817,416.2
COM,1818,416.2
COM,1819,416.2
COM,1820,416.2
COM,1821,416.2
COM,1822,416.2
COM,1823,416.2
COM,1824,416.2
COM,1825,416.2
COM,1826,416.2
COM,1827,416.2
COM,1828,416.2
COM,1829,416.2
COM,1830,416.2
COM,1831,416.2
COM,1832,416.2
COM,1833,416.2
COM,1834,416.2
COM,1835,416.2
COM,1836,416.2
COM,1837,416.2
COM,1838,416.2
COM,1839,416.2
COM,1840,416.2
COM,1841,416.2
COM,1842,416.2
COM,1843,416.2
COM,1844,416.2
COM,1845,416.2
COM,1846,416.2
COM,1847,416.2
COM,1848,416.2
COM,1849,416.2
COM,1850,416.2
COM,1851,416.2
COM,1852,416.2
COM,1853,416.2
COM,1854,416.2
COM,1855,416.2
COM,1856,416.2
COM,1857,416.2
COM,1858,416.2
COM,1859,416.2
COM,1860,416.2
COM,1861,416.2
COM,1862,416.2
COM,1863,416.2
COM,1864,416.2
COM,1865,416.2
COM,1866,416.2
COM,1867,416.2
COM,1868,416.2
COM,1869,416.2
COM,1870,416.2
COM,1871,416.2
COM,1872,416.2
COM,1873,416.2
COM,1874,416.2
COM,1875,416.2
COM,1876,416.2
COM,1877,416.2
COM,1878,416.2
COM,1879,416.2
COM,1880,416.2
COM,1881,416.2
COM,1882,416.2
COM,1883,416.2
COM,1884,416.2
COM,1885,416.2
COM,1886,416.2
COM,1887,416.2
COM,1888,416.2
COM,1889,416.2
COM,1890,416.2
COM,1891,416.2
COM,1892,416.2
COM,1893,416.2
COM,1894,416.1
COM,1895,416.1
COM,1896,416.1
COM,1897,415.9
COM,1898,415.8
COM,1899,415.6
COM,1900,415.3
COM,1901,414.9
COM,1902,414.5
COM,1903,414
COM,1904,413.4
COM,1905,412.8
COM,1906,412.1
COM,1907,411.4
COM,1908,410.6
COM,1909,409.7
COM,1910,408.8
COM,1911,407.9
COM,1912,406.9
COM,1913,405.9
COM,1914,404.9
COM,1915,403.9
COM,1916,403
COM,1917,402
COM,1918,401
COM,1919,400.1
COM,1920,399.1
COM,1921,398.1
COM,1922,397.1
COM,1923,396.1
COM,1924,395.2
COM,1925,394.2
COM,1926,393.2
COM,1927,392.2
COM,1928,391.3
COM,1929,390.3
COM,1930,389.3
COM,1931,388.4
COM,1932,387.4
COM,1933,386.5
COM,1934,385.6
COM,1935,384.6
COM,1936,383.7
COM,1937,382.7
COM,1938,381.8
COM,1939,380.9
COM,1940,379.9
COM,1941,379
COM,1942,378
COM,1943,377.1
COM,1944,376.1
COM,1945,375.2
COM,1946,356.1
COM,1947,337.7
COM,1948,319.9
COM,1949,302.7
COM,1950,286.1
COM,1951,289.8
COM,1952,293.7
COM,1953,297.6
COM,1954,301.5
COM,1955,305.5
COM,1956,309.5
COM,1957,313.6
COM,1958,317.8
COM,1959,322
COM,1960,326.2
COM,1961,313.2
COM,1962,300.7
COM,1963,288.7
COM,1964,277.2
COM,1965,266.1
COM,1966,255.5
COM,1967,245.3
COM,1968,235.5
COM,1969,226.1
COM,1970,227.1
COM,1971,221.8
COM,1972,217.1
COM,1973,212.4
COM,1974,207.7
COM,1975,202.7
COM,1976,197.7
COM,1977,192.3
COM,1978,186.8
COM,1979,181.1
COM,1980,175.3
COM,1981,169.4
COM,1982,163.6
COM,1983,157.9
COM,1984,152.4
COM,1985,147.2
COM,1986,142.2
COM,1987,137.6
COM,1988,133.2
COM,1989,129.1
COM,1990,125.1
COM,1991,121.2
COM,1992,117.2
COM,1993,113.6
COM,1994,110.5
COM,1995,107.8
COM,1996,105.6
COM,1997,104
COM,1998,102.7
COM,1999,101.8
COM,2000,101.1
COM,2001,100.8
COM,2002,100.8
COM,2003,100.4
COM,2004,99.4
COM,2005,97.8
COM,2006,95.7
COM,2007,93.5
COM,2008,91.2
COM,2009,88.5
COM,2010,86
COM,2011,83.3
COM,2012,80.9
COM,2013,78.3
COM,2014,75.9
COM,2015,73.5
COD,1800,422.6
COD,1801,422.6
COD,1802,422.6
COD,1803,422.6
COD,1804,422.6
COD,1805,422.6
COD,1806,422.6
COD,1807,422.6
COD,1808,422.6
COD,1809,422.6
COD,1810,422.6
COD,1811,422.6
COD,1812,422.6
COD,1813,422.6
COD,1814,422.6
COD,1815,422.6
COD,1816,422.6
COD,1817,422.6
COD,1818,422.6
COD,1819,422.6
COD,1820,422.6
COD,1821,422.6
COD,1822,422.6
COD,1823,422.6
COD,1824,422.6
COD,1825,422.6
COD,1826,422.6
COD,1827,422.6
COD,1828,422.6
COD,1829,422.6
COD,1830,422.6
COD,1831,422.6
COD,1832,422.6
COD,1833,422.6
COD,1834,422.6
COD,1835,422.6
COD,1836,422.6
COD,1837,422.6
COD,1838,422.6
COD,1839,422.6
COD,1840,422.6
COD,1841,422.6
COD,1842,422.6
COD,1843,422.6
COD,1844,422.6
COD,1845,422.6
COD,1846,422.6
COD,1847,422.6
COD,1848,422.6
COD,1849,422.6
COD,1850,422.6
COD,1851,422.6
COD,1852,422.6
COD,1853,422.6
COD,1854,422.6
COD,1855,422.6
COD,1856,422.6
COD,1857,422.6
COD,1858,422.6
COD,1859,422.6
COD,1860,422.6
COD,1861,422.6
COD,1862,422.6
COD,1863,422.6
COD,1864,422.6
COD,1865,422.6
COD,1866,422.6
COD,1867,422.6
COD,1868,422.6
COD,1869,422.6
COD,1870,422.6
COD,1871,422.6
COD,1872,422.6
COD,1873,422.6
COD,1874,422.6
COD,1875,422.6
COD,1876,422.6
COD,1877,422.6
COD,1878,422.6
COD,1879,422.6
COD,1880,422.6
COD,1881,422.6
COD,1882,422.6
COD,1883,422.6
COD,1884,422.6
COD,1885,422.6
COD,1886,422.6
COD,1887,422.6
COD,1888,422.6
COD,1889,422.6
COD,1890,422.6
COD,1891,422.6
COD,1892,422.6
COD,1893,422.6
COD,1894,422.6
COD,1895,422.6
COD,1896,422.5
COD,1897,422.4
COD,1898,422.3
COD,1899,422
COD,1900,421.7
COD,1901,421.4
COD,1902,420.9
COD,1903,420.4
COD,1904,419.9
COD,1905,419.2
COD,1906,418.6
COD,1907,417.8
COD,1908,417
COD,1909,416.1
COD,1910,415.2
COD,1911,414.2
COD,1912,413.2
COD,1913,412.2
COD,1914,411.2
COD,1915,410.2
COD,1916,409.3
COD,1917,408.3
COD,1918,407.3
COD,1919,406.3
COD,1920,405.3
COD,1921,404.3
COD,1922,403.3
COD,1923,402.3
COD,1924,401.3
COD,1925,400.3
COD,1926,399.3
COD,1927,398.4
COD,1928,397.4
COD,1929,396.4
COD,1930,394.6
COD,1931,392.9
COD,1932,391.1
COD,1933,389.4
COD,1934,387.7
COD,1935,385.9
COD,1936,384.2
COD,1937,382.5
COD,1938,380.8
COD,1939,379.1
COD,1940,377.4
COD,1941,367.6
COD,1942,359.2
COD,1943,349.9
COD,1944,340.7
COD,1945,331.6
COD,1946,323.9
COD,1947,315.2
COD,1948,306.7
COD,1949,298.4
COD,1950,291.2
COD,1951,288.6
COD,1952,286
COD,1953,283.4
COD,1954,280.8
COD,1955,278.3
COD,1956,275.8
COD,1957,273.3
COD,1958,270.9
COD,1959,268.4
COD,1960,266
COD,1961,264.4
COD,1962,262.8
COD,1963,261.1
COD,1964,259.6
COD,1965,258
COD,1966,256.4
COD,1967,254.8
COD,1968,253.2
COD,1969,251.7
COD,1970,248.1
COD,1971,244.8
COD,1972,241.4
COD,1973,237.7
COD,1974,234.2
COD,1975,230.3
COD,1976,226.4
COD,1977,222.7
COD,1978,219
COD,1979,215.4
COD,1980,212
COD,1981,208.8
COD,1982,205.7
COD,1983,202.8
COD,1984,200.1
COD,1985,197.7
COD,1986,195.3
COD,1987,193
COD,1988,190.8
COD,1989,188.5
COD,1990,186.5
COD,1991,184.3
COD,1992,182.3
COD,1993,180.3
COD,1994,178.3
COD,1995,176.4
COD,1996,174.1
COD,1997,171.5
COD,1998,168.4
COD,1999,164.9
COD,2000,161
COD,2001,156.8
COD,2002,152.4
COD,2003,147.8
COD,2004,143.2
COD,2005,138.4
COD,2006,133.5
COD,2007,128.9
COD,2008,124.5
COD,2009,120.1
COD,2010,116.1
COD,2011,112.2
COD,2012,108.5
COD,2013,104.8
COD,2014,101.7
COD,2015,98.3
COG,1800,408.5
COG,1801,408.5
COG,1802,408.5
COG,1803,408.5
COG,1804,408.5
COG,1805,408.5
COG,1806,408.5
COG,1807,408.5
COG,1808,408.5
COG,1809,408.5
COG,1810,408.5
COG,1811,408.5
COG,1812,408.5
COG,1813,408.5
COG,1814,408.5
COG,1815,408.5
COG,1816,408.5
COG,1817,408.5
COG,1818,408.5
COG,1819,408.5
COG,1820,408.5
COG,1821,408.5
COG,1822,408.5
COG,1823,408.5
COG,1824,408.5
COG,1825,408.5
COG,1826,408.5
COG,1827,408.5
COG,1828,408.5
COG,1829,408.5
COG,1830,408.5
COG,1831,408.5
COG,1832,408.5
COG,1833,408.5
COG,1834,408.5
COG,1835,408.5
COG,1836,408.5
COG,1837,408.5
COG,1838,408.5
COG,1839,408.5
COG,1840,408.5
COG,1841,408.5
COG,1842,408.5
COG,1843,408.5
COG,1844,408.5
COG,1845,408.5
COG,1846,408.5
COG,1847,408.5
COG,1848,408.5
COG,1849,408.5
COG,1850,408.5
COG,1851,408.5
COG,1852,408.5
COG,1853,408.5
COG,1854,408.5
COG,1855,408.5
COG,1856,408.5
COG,1857,408.5
COG,1858,408.5
COG,1859,408.5
COG,1860,408.5
COG,1861,408.5
COG,1862,408.5
COG,1863,408.5
COG,1864,408.5
COG,1865,408.5
COG,1866,408.5
COG,1867,408.5
COG,1868,408.5
COG,1869,408.5
COG,1870,408.5
COG,1871,408.5
COG,1872,408.5
COG,1873,408.5
COG,1874,408.5
COG,1875,408.5
COG,1876,408.5
COG,1877,408.5
COG,1878,408.5
COG,1879,408.5
COG,1880,408.5
COG,1881,408.5
COG,1882,408.5
COG,1883,408.5
COG,1884,408.5
COG,1885,408.5
COG,1886,408.5
COG,1887,408.5
COG,1888,408.5
COG,1889,408.5
COG,1890,408.5
COG,1891,408.5
COG,1892,408.5
COG,1893,408.5
COG,1894,408.5
COG,1895,408.5
COG,1896,408.4
COG,1897,408.3
COG,1898,408.1
COG,1899,407.9
COG,1900,407.6
COG,1901,407.3
COG,1902,406.9
COG,1903,406.4
COG,1904,405.8
COG,1905,405.2
COG,1906,404.6
COG,1907,403.8
COG,1908,403
COG,1909,402.2
COG,1910,401.3
COG,1911,400.4
COG,1912,399.4
COG,1913,398.4
COG,1914,397.5
COG,1915,396.5
COG,1916,395.6
COG,1917,394.6
COG,1918,393.6
