code,year,child_mortality
MUS,1992,21.2
MUS,1993,21.2
MUS,1994,21.6
MUS,1995,22.2
MUS,1996,22.7
MUS,1997,22.6
MUS,1998,21.6
MUS,1999,20.2
MUS,2000,18.6
MUS,2001,17.1
MUS,2002,16.1
MUS,2003,15.6
MUS,2004,15.6
MUS,2005,15.7
MUS,2006,15.9
MUS,2007,16
MUS,2008,15.8
MUS,2009,15.5
MUS,2010,15.2
MUS,2011,14.9
MUS,2012,14.6
MUS,2013,14.3
MUS,2014,13.9
MUS,2015,13.5
MYT,1980,37.24
MYT,1981,34.95
MYT,1982,32.8
MYT,1983,30.79
MYT,1984,28.9
MYT,1985,27.12
MYT,1986,25.45
MYT,1987,23.89
MYT,1988,22.42
MYT,1989,21.04
MYT,1990,19.75
MYT,1991,18.53
MYT,1992,17.4
MYT,1993,16.33
MYT,1994,15.33
MYT,1995,14.38
MYT,1996,13.5
MYT,1997,12.67
MYT,1998,11.9
MYT,1999,11.17
MYT,2000,10.48
MYT,2001,9.84
MYT,2002,9.23
MYT,2003,8.67
MYT,2004,8.14
MYT,2005,7.64
MYT,2006,7.17
MYT,2007,6.72
MYT,2008,6.31
MYT,2009,5.92
MYT,2010,5.56
MYT,2011,5.23
MYT,2012,4.94
MYT,2013,4.69
MYT,2014,4.47
MYT,2015,4.27
MEX,1800,487.1
MEX,1801,487.1
MEX,1802,487.1
MEX,1803,487.1
MEX,1804,487.1
MEX,1805,487.1
MEX,1806,487.1
MEX,1807,487.1
MEX,1808,487.1
MEX,1809,487.1
MEX,1810,487.1
MEX,1811,487.1
MEX,1812,487.1
MEX,1813,487.1
MEX,1814,487.1
MEX,1815,487.1
MEX,1816,487.1
MEX,1817,487.1
MEX,1818,487.1
MEX,1819,487.1
MEX,1820,487.1
MEX,1821,487.1
MEX,1822,487.1
MEX,1823,487.1
MEX,1824,487.1
MEX,1825,487.1
MEX,1826,487.1
MEX,1827,487.1
MEX,1828,487.1
MEX,1829,487.1
MEX,1830,487.1
MEX,1831,487.1
MEX,1832,487.1
MEX,1833,487.1
MEX,1834,487.1
MEX,1835,487.1
MEX,1836,487.1
MEX,1837,487.1
MEX,1838,487.1
MEX,1839,487.1
MEX,1840,487.1
MEX,1841,487.1
MEX,1842,487.1
MEX,1843,487.1
MEX,1844,487.1
MEX,1845,487.1
MEX,1846,487.1
MEX,1847,487.1
MEX,1848,487.1
MEX,1849,487.1
MEX,1850,487.1
MEX,1851,487.1
MEX,1852,487.1
MEX,1853,487.1
MEX,1854,487.1
MEX,1855,487.1
MEX,1856,487.1
MEX,1857,487.1
MEX,1858,487.1
MEX,1859,487.1
MEX,1860,487.1
MEX,1861,487.1
MEX,1862,487.1
MEX,1863,487.1
MEX,1864,487.1
MEX,1865,487.1
MEX,1866,487.1
MEX,1867,487.1
MEX,1868,487.1
MEX,1869,487.1
MEX,1870,487.1
MEX,1871,487.1
MEX,1872,487.1
MEX,1873,487.1
MEX,1874,487.1
MEX,1875,487.1
MEX,1876,487.1
MEX,1877,487.1
MEX,1878,487.1
MEX,1879,487.1
MEX,1880,487.1
MEX,1881,487.1
MEX,1882,487.1
MEX,1883,487.1
MEX,1884,487.1
MEX,1885,487.1
MEX,1886,487.1
MEX,1887,487.1
MEX,1888,487.1
MEX,1889,487.1
MEX,1890,487.1
MEX,1891,504.9
MEX,1892,523.1
MEX,1893,542
MEX,1894,491.5
MEX,1895,450.6
MEX,1896,460.1
MEX,1897,497.1
MEX,1898,485.2
MEX,1899,514.7
MEX,1900,476.1
MEX,1901,488.6
MEX,1902,463.9
MEX,1903,459.2
MEX,1904,453.1
MEX,1905,484.7
MEX,1906,468.2
MEX,1907,466
MEX,1908,455.4
MEX,1909,447.6
MEX,1910,471.5
MEX,1911,464.8
MEX,1912,456.8
MEX,1913,450.2
MEX,1914,443.7
MEX,1915,436.1
MEX,1916,429.7
MEX,1917,423.5
MEX,1918,416.1
MEX,1919,410
MEX,1920,404
MEX,1921,396.9
MEX,1922,391
MEX,1923,379.3
MEX,1924,386.4
MEX,1925,393.6
MEX,1926,367.5
MEX,1927,300
MEX,1928,361.7
MEX,1929,350.4
MEX,1930,340.4
MEX,1931,323.1
MEX,1932,314.7
MEX,1933,325.3
MEX,1934,314.8
MEX,1935,291.4
MEX,1936,311.7
MEX,1937,326.4
MEX,1938,298.5
MEX,1939,239.6
MEX,1940,298.6
MEX,1941,264.6
MEX,1942,290.6
MEX,1943,261
MEX,1944,256.4
MEX,1945,246.5
MEX,1946,240.3
MEX,1947,226.4
MEX,1948,208.8
MEX,1949,229.2
MEX,1950,219.4
MEX,1951,210
MEX,1952,200.9
MEX,1953,192.3
MEX,1954,184.1
MEX,1955,176.2
MEX,1956,168.6
MEX,1957,161.4
MEX,1958,154.4
MEX,1959,147.8
MEX,1960,142.9
MEX,1961,138.3
MEX,1962,133.8
MEX,1963,129.7
MEX,1964,127.3
MEX,1965,124.6
MEX,1966,122
MEX,1967,119.1
MEX,1968,115.8
MEX,1969,112.3
MEX,1970,108.6
MEX,1971,104.9
MEX,1972,101.1
MEX,1973,97.7
MEX,1974,94.5
MEX,1975,91.5
MEX,1976,88.6
MEX,1977,85.6
MEX,1978,82.4
MEX,1979,78.8
MEX,1980,75.1
MEX,1981,71.3
MEX,1982,67.6
MEX,1983,64.3
MEX,1984,61.4
MEX,1985,58.7
MEX,1986,56.2
MEX,1987,53.8
MEX,1988,51.4
MEX,1989,49
MEX,1990,46.6
MEX,1991,44.1
MEX,1992,41.7
MEX,1993,39.4
MEX,1994,37.2
MEX,1995,35
MEX,1996,33
MEX,1997,31
MEX,1998,29.1
MEX,1999,27.3
MEX,2000,25.6
MEX,2001,24.1
MEX,2002,22.6
MEX,2003,21.4
MEX,2004,20.4
MEX,2005,19.5
MEX,2006,18.9
MEX,2007,18.4
MEX,2008,17.9
MEX,2009,17.4
MEX,2010,16.8
MEX,2011,16
MEX,2012,15.3
MEX,2013,14.5
MEX,2014,13.8
MEX,2015,13.2
FSM,1800,450.6
FSM,1801,447.6
FSM,1802,444.6
FSM,1803,441.7
FSM,1804,438.8
FSM,1805,435.9
FSM,1806,433.1
FSM,1807,430.2
FSM,1808,427.4
FSM,1809,424.6
FSM,1810,421.8
FSM,1811,419
FSM,1812,416.2
FSM,1813,413.5
FSM,1814,410.8
FSM,1815,408.1
FSM,1816,405.4
FSM,1817,402.7
FSM,1818,400.1
FSM,1819,397.4
FSM,1820,394.8
FSM,1821,392.2
FSM,1822,389.6
FSM,1823,387.1
FSM,1824,384.5
FSM,1825,382
FSM,1826,379.5
FSM,1827,377
FSM,1828,374.5
FSM,1829,372
FSM,1830,369.6
FSM,1831,367.1
FSM,1832,364.7
FSM,1833,362.3
FSM,1834,359.9
FSM,1835,357.6
FSM,1836,355.2
FSM,1837,352.9
FSM,1838,350.6
FSM,1839,348.3
FSM,1840,346
FSM,1841,343.7
FSM,1842,341.4
FSM,1843,339.2
FSM,1844,336.9
FSM,1845,334.7
FSM,1846,332.5
FSM,1847,330.3
FSM,1848,328.2
FSM,1849,326
FSM,1850,323.9
FSM,1851,321.7
FSM,1852,319.6
FSM,1853,317.5
FSM,1854,315.4
FSM,1855,313.3
FSM,1856,311.3
FSM,1857,309.2
FSM,1858,307.2
FSM,1859,305.2
FSM,1860,303.2
FSM,1861,301.2
FSM,1862,299.2
FSM,1863,297.2
FSM,1864,295.3
FSM,1865,293.3
FSM,1866,291.4
FSM,1867,289.5
FSM,1868,287.6
FSM,1869,285.7
FSM,1870,283.8
FSM,1871,281.9
FSM,1872,280.1
FSM,1873,278.2
FSM,1874,276.4
FSM,1875,274.6
FSM,1876,272.8
FSM,1877,271
FSM,1878,269.2
FSM,1879,267.4
FSM,1880,265.6
FSM,1881,263.9
FSM,1882,262.2
FSM,1883,260.4
FSM,1884,258.7
FSM,1885,257
FSM,1886,255.3
FSM,1887,253.7
FSM,1888,252
FSM,1889,250.3
FSM,1890,248.7
FSM,1891,247
FSM,1892,245.4
FSM,1893,243.8
FSM,1894,242.2
FSM,1895,240.6
FSM,1896,239
FSM,1897,237.4
FSM,1898,235.9
FSM,1899,234.3
FSM,1900,232.8
FSM,1901,231.2
FSM,1902,229.7
FSM,1903,228.2
FSM,1904,226.7
FSM,1905,225.2
FSM,1906,223.7
FSM,1907,222.3
FSM,1908,220.8
FSM,1909,219.3
FSM,1910,217.9
FSM,1911,216.5
FSM,1912,215.1
FSM,1913,213.6
FSM,1914,212.2
FSM,1915,210.8
FSM,1916,209.4
FSM,1917,208.1
FSM,1918,206.7
FSM,1919,205.3
FSM,1920,204
FSM,1921,202.6
FSM,1922,201.3
FSM,1923,200
FSM,1924,198.7
FSM,1925,197.4
FSM,1926,196.1
FSM,1927,194.8
FSM,1928,193.5
FSM,1929,192.2
FSM,1930,190.9
FSM,1931,189.7
FSM,1932,188.4
FSM,1933,187.2
FSM,1934,186
FSM,1935,184.7
FSM,1936,183.5
FSM,1937,182.3
FSM,1938,181.1
FSM,1939,179.9
FSM,1940,178.7
FSM,1941,177.6
FSM,1942,176.4
FSM,1943,175.2
FSM,1944,174.1
FSM,1945,172.9
FSM,1946,171.8
FSM,1947,170.6
FSM,1948,169.5
FSM,1949,168.4
FSM,1950,167.2
FSM,1951,165.3
FSM,1952,161.8
FSM,1953,158.2
FSM,1954,154.4
FSM,1955,150.5
FSM,1956,146.4
FSM,1957,142.3
FSM,1958,138
FSM,1959,133.8
FSM,1960,129.6
FSM,1961,125.6
FSM,1962,121.6
FSM,1963,117.6
FSM,1964,113.7
FSM,1965,109.9
FSM,1966,106.1
FSM,1967,102.3
FSM,1968,98.78
FSM,1969,95.41
FSM,1970,92.23
FSM,1971,88.68
FSM,1972,84.88
FSM,1973,81.24
FSM,1974,77.75
FSM,1975,74.42
FSM,1976,71.22
FSM,1977,68.17
FSM,1978,65.24
FSM,1979,62.44
FSM,1980,61.59
FSM,1981,57.2
FSM,1982,58
FSM,1983,58.7
FSM,1984,59
FSM,1985,59
FSM,1986,58.6
FSM,1987,58
FSM,1988,57.1
FSM,1989,56.3
FSM,1990,55.6
FSM,1991,55.2
FSM,1992,55
FSM,1993,55.1
FSM,1994,55.3
FSM,1995,55.6
FSM,1996,55.9
FSM,1997,56
FSM,1998,55.6
FSM,1999,54.9
FSM,2000,53.9
FSM,2001,52.8
FSM,2002,51.6
FSM,2003,50.2
FSM,2004,48.8
FSM,2005,47.4
FSM,2006,45.9
FSM,2007,44.6
FSM,2008,43.1
FSM,2009,42
FSM,2010,40.7
FSM,2011,39.4
FSM,2012,38.2
FSM,2013,37
FSM,2014,35.8
FSM,2015,34.7
MDA,1800,396.8
MDA,1801,396.1
MDA,1802,395.3
MDA,1803,394.6
MDA,1804,393.9
MDA,1805,393.1
MDA,1806,392.4
MDA,1807,391.7
MDA,1808,390.9
MDA,1809,390.2
MDA,1810,389.5
MDA,1811,388.8
MDA,1812,388.1
MDA,1813,387.3
MDA,1814,386.6
MDA,1815,385.9
MDA,1816,385.2
MDA,1817,384.5
MDA,1818,383.8
MDA,1819,383
MDA,1820,382.3
MDA,1821,381.6
MDA,1822,380.9
MDA,1823,380.2
MDA,1824,379.5
MDA,1825,378.8
MDA,1826,378.1
MDA,1827,377.4
MDA,1828,376.7
MDA,1829,376
MDA,1830,375.3
MDA,1831,374.6
MDA,1832,373.9
MDA,1833,373.2
MDA,1834,372.5
MDA,1835,371.8
MDA,1836,371.1
MDA,1837,370.4
MDA,1838,369.8
MDA,1839,369.1
MDA,1840,368.4
MDA,1841,367.7
MDA,1842,367
MDA,1843,366.3
MDA,1844,365.6
MDA,1845,365
MDA,1846,364.3
MDA,1847,363.6
MDA,1848,362.9
MDA,1849,362.3
MDA,1850,361.6
MDA,1851,360.9
MDA,1852,360.3
MDA,1853,359.6
MDA,1854,358.9
MDA,1855,358.2
MDA,1856,357.6
MDA,1857,356.9
MDA,1858,356.3
MDA,1859,355.6
MDA,1860,354.9
MDA,1861,354.3
MDA,1862,353.6
MDA,1863,353
MDA,1864,352.3
MDA,1865,351.7
MDA,1866,351
MDA,1867,350.4
MDA,1868,349.7
MDA,1869,349.1
MDA,1870,348.4
MDA,1871,347.8
MDA,1872,347.1
MDA,1873,346.5
MDA,1874,345.8
MDA,1875,345.2
MDA,1876,344.6
MDA,1877,343.9
MDA,1878,343.3
MDA,1879,342.6
MDA,1880,342
MDA,1881,341.4
MDA,1882,340.7
MDA,1883,340.1
MDA,1884,339.5
MDA,1885,338.8
MDA,1886,338.2
MDA,1887,337.6
MDA,1888,336.9
MDA,1889,336.3
MDA,1890,335.7
MDA,1891,335.1
MDA,1892,334.4
MDA,1893,333.8
MDA,1894,333.2
MDA,1895,332.6
MDA,1896,332
MDA,1897,331.4
MDA,1898,330.8
MDA,1899,330.1
MDA,1900,329.5
MDA,1901,325.2
MDA,1902,320.9
MDA,1903,316.7
MDA,1904,312.5
MDA,1905,308.4
MDA,1906,304.4
MDA,1907,300.4
MDA,1908,296.4
MDA,1909,292.5
MDA,1910,288.7
MDA,1911,284.9
MDA,1912,281.1
MDA,1913,277.4
MDA,1914,273.8
MDA,1915,270.2
MDA,1916,266.6
MDA,1917,263.1
MDA,1918,259.6
MDA,1919,256.2
MDA,1920,252.9
MDA,1921,249.5
MDA,1922,246.3
MDA,1923,243
MDA,1924,239.8
MDA,1925,236.7
MDA,1926,233.6
MDA,1927,230.5
MDA,1928,227.4
MDA,1929,224.5
MDA,1930,221.5
MDA,1931,216.2
MDA,1932,211
MDA,1933,206
MDA,1934,201.1
MDA,1935,196.3
MDA,1936,191.6
MDA,1937,187.1
MDA,1938,182.6
MDA,1939,178.3
MDA,1940,174
MDA,1941,169.9
MDA,1942,165.9
MDA,1943,161.9
MDA,1944,158.1
MDA,1945,154.3
MDA,1946,150.6
MDA,1947,147
MDA,1948,143.5
MDA,1949,140.1
MDA,1950,136.8
MDA,1951,134.4
MDA,1952,131.3
MDA,1953,127.4
MDA,1954,124
MDA,1955,120.6
MDA,1956,117
MDA,1957,113.4
MDA,1958,109.7
MDA,1959,106.7
MDA,1960,103
MDA,1961,99.55
MDA,1962,95.35
MDA,1963,91.33
MDA,1964,87.48
MDA,1965,83.79
MDA,1966,80.26
MDA,1967,76.87
MDA,1968,73.63
MDA,1969,70.52
MDA,1970,67.55
MDA,1971,64.7
MDA,1972,62.9
MDA,1973,61.3
MDA,1974,59.5
MDA,1975,57.7
MDA,1976,56.1
MDA,1977,54.5
MDA,1978,53.1
MDA,1979,51.7
MDA,1980,50.3
MDA,1981,48.9
MDA,1982,47.2
MDA,1983,45.2
MDA,1984,43.1
MDA,1985,40.9
MDA,1986,38.8
MDA,1987,36.7
MDA,1988,34.9
MDA,1989,33.6
MDA,1990,33.1
MDA,1991,33.3
MDA,1992,34.2
MDA,1993,35.6
MDA,1994,37
MDA,1995,38.2
MDA,1996,38.5
MDA,1997,38
MDA,1998,36.6
MDA,1999,34.3
MDA,2000,31.4
MDA,2001,28.4
MDA,2002,25.4
MDA,2003,22.9
MDA,2004,20.9
MDA,2005,19.5
MDA,2006,18.6
MDA,2007,18
MDA,2008,17.6
MDA,2009,17.3
MDA,2010,17.1
MDA,2011,16.9
MDA,2012,16.7
MDA,2013,16.4
MDA,2014,16.1
MDA,2015,15.8
MCO,1989,8.1
MCO,1990,7.8
MCO,1991,7.4
MCO,1992,7.1
MCO,1993,6.8
MCO,1994,6.5
MCO,1995,6.2
MCO,1996,6
MCO,1997,5.8
MCO,1998,5.5
MCO,1999,5.3
MCO,2000,5.2
MCO,2001,5
MCO,2002,4.8
MCO,2003,4.7
MCO,2004,4.6
MCO,2005,4.5
MCO,2006,4.4
MCO,2007,4.3
MCO,2008,4.2
MCO,2009,4.1
MCO,2010,4
MCO,2011,3.9
MCO,2012,3.8
MCO,2013,3.7
MCO,2014,3.6
MCO,2015,3.5
MNG,1800,420
MNG,1801,420
MNG,1802,420
MNG,1803,420
MNG,1804,420
MNG,1805,420
MNG,1806,420
MNG,1807,420
MNG,1808,420
MNG,1809,420
MNG,1810,420
MNG,1811,420
MNG,1812,420
MNG,1813,420
MNG,1814,420
MNG,1815,420
MNG,1816,420
MNG,1817,420
MNG,1818,420
MNG,1819,420
MNG,1820,420
MNG,1821,420
MNG,1822,420
MNG,1823,420
MNG,1824,420
MNG,1825,420
MNG,1826,420
MNG,1827,420
MNG,1828,420
MNG,1829,420
MNG,1830,420
MNG,1831,420
MNG,1832,420
MNG,1833,420
MNG,1834,420
MNG,1835,420
MNG,1836,420
MNG,1837,420
MNG,1838,420
MNG,1839,420
MNG,1840,420
MNG,1841,420
MNG,1842,420
MNG,1843,420
MNG,1844,420
MNG,1845,420
MNG,1846,420
MNG,1847,420
MNG,1848,420
MNG,1849,420
MNG,1850,420
MNG,1851,420
MNG,1852,420
MNG,1853,420
MNG,1854,420
MNG,1855,420
MNG,1856,420
MNG,1857,420
MNG,1858,420
MNG,1859,420
MNG,1860,420
MNG,1861,420
MNG,1862,420
MNG,1863,420
MNG,1864,420
MNG,1865,420
MNG,1866,420
MNG,1867,420
MNG,1868,420
MNG,1869,420
MNG,1870,420
MNG,1871,420
MNG,1872,420
MNG,1873,420
MNG,1874,420
MNG,1875,420
MNG,1876,420
MNG,1877,420
MNG,1878,420
MNG,1879,420
MNG,1880,420
MNG,1881,420
MNG,1882,420
MNG,1883,420
MNG,1884,420
MNG,1885,420
MNG,1886,420
MNG,1887,420
MNG,1888,420
MNG,1889,420
MNG,1890,420
MNG,1891,420
MNG,1892,420
MNG,1893,420
MNG,1894,420
MNG,1895,420
MNG,1896,419.9
MNG,1897,419.8
MNG,1898,419.7
MNG,1899,419.4
MNG,1900,419.1
MNG,1901,418.8
MNG,1902,418.3
MNG,1903,417.9
MNG,1904,417.3
MNG,1905,416.7
MNG,1906,416
MNG,1907,415.2
MNG,1908,414.4
MNG,1909,413.5
MNG,1910,412.6
MNG,1911,411.6
MNG,1912,410.7
MNG,1913,409.7
MNG,1914,408.7
MNG,1915,407.7
MNG,1916,406.7
MNG,1917,405.8
MNG,1918,404.8
MNG,1919,403.8
MNG,1920,402.8
MNG,1921,401.8
MNG,1922,400.8
MNG,1923,399.8
MNG,1924,398.9
MNG,1925,397.9
MNG,1926,396.9
MNG,1927,395.9
MNG,1928,394.9
MNG,1929,393.9
MNG,1930,392.9
MNG,1931,391.9
MNG,1932,391
MNG,1933,390
MNG,1934,389
MNG,1935,388
MNG,1936,387
MNG,1937,386
MNG,1938,385.1
MNG,1939,384.2
MNG,1940,383.3
MNG,1941,382.4
MNG,1942,381.6
MNG,1943,380.7
MNG,1944,379.8
MNG,1945,378.9
MNG,1946,354.1
MNG,1947,329.4
MNG,1948,306.8
MNG,1949,284.3
MNG,1950,263.6
MNG,1951,260
MNG,1952,256.5
MNG,1953,253
MNG,1954,249.6
MNG,1955,246.2
MNG,1956,242.9
MNG,1957,239.6
MNG,1958,236.3
MNG,1959,233.1
MNG,1960,230
MNG,1961,226.9
MNG,1962,223.8
MNG,1963,220.8
MNG,1964,217.8
MNG,1965,214.8
MNG,1966,211.9
MNG,1967,209
MNG,1968,206.2
MNG,1969,203.4
MNG,1970,200.7
MNG,1971,197.9
MNG,1972,195.2
MNG,1973,192.6
MNG,1974,190
MNG,1975,187.4
MNG,1976,184.9
MNG,1977,182.4
MNG,1978,179.9
MNG,1979,172.7
MNG,1980,165.9
MNG,1981,159.4
MNG,1982,153.3
MNG,1983,147.4
MNG,1984,141.5
MNG,1985,135.8
MNG,1986,130
MNG,1987,124.2
MNG,1988,118.5
MNG,1989,113.1
MNG,1990,107.8
MNG,1991,102.8
MNG,1992,98
MNG,1993,93.4
MNG,1994,89
MNG,1995,84.6
MNG,1996,80.3
MNG,1997,75.9
MNG,1998,71.5
MNG,1999,67.1
MNG,2000,62.7
MNG,2001,58.4
MNG,2002,54.3
MNG,2003,50.4
MNG,2004,46.8
MNG,2005,43.4
MNG,2006,40.3
MNG,2007,37.4
MNG,2008,34.8
MNG,2009,32.3
MNG,2010,30
MNG,2011,28
MNG,2012,26.2
MNG,2013,24.7
MNG,2014,23.5
MNG,2015,22.4
MNE,1800,375.2
MNE,1801,375.2
MNE,1802,375.2
MNE,1803,375.2
MNE,1804,375.2
MNE,1805,375.2
MNE,1806,375.2
MNE,1807,375.2
MNE,1808,375.2
MNE,1809,375.2
MNE,1810,375.2
MNE,1811,375.2
MNE,1812,375.2
MNE,1813,375.2
MNE,1814,375.2
MNE,1815,375.2
MNE,1816,375.2
MNE,1817,375.2
MNE,1818,375.2
MNE,1819,375.2
MNE,1820,375.2
MNE,1821,375.2
MNE,1822,375.2
MNE,1823,375.2
MNE,1824,375.2
MNE,1825,375.2
MNE,1826,375.2
MNE,1827,375.2
MNE,1828,375.2
MNE,1829,375.2
MNE,1830,375.2
MNE,1831,375.2
MNE,1832,375.2
MNE,1833,375.2
MNE,1834,375.2
MNE,1835,375.2
MNE,1836,375.2
MNE,1837,375.2
MNE,1838,375.2
MNE,1839,375.2
MNE,1840,375.2
MNE,1841,375.2
MNE,1842,375.2
MNE,1843,375.2
MNE,1844,375.2
MNE,1845,375.2
MNE,1846,375.2
MNE,1847,375.2
MNE,1848,375.2
MNE,1849,375.2
MNE,1850,375.2
MNE,1851,375.2
MNE,1852,375.2
MNE,1853,375.2
MNE,1854,375.2
MNE,1855,375.2
MNE,1856,375.2
MNE,1857,375.2
MNE,1858,375.2
MNE,1859,375.2
MNE,1860,375.2
MNE,1861,375.2
MNE,1862,375.2
MNE,1863,375.2
MNE,1864,375.2
MNE,1865,375.2
MNE,1866,375.2
MNE,1867,375.2
MNE,1868,375.2
MNE,1869,375.2
MNE,1870,375.2
MNE,1871,375.2
MNE,1872,375.2
MNE,1873,375.2
MNE,1874,375.2
MNE,1875,375.2
MNE,1876,375.2
MNE,1877,375.2
MNE,1878,375.2
MNE,1879,375.2
MNE,1880,375.2
MNE,1881,375.2
MNE,1882,375.2
MNE,1883,375.2
MNE,1884,375.2
MNE,1885,375.2
MNE,1886,375.2
MNE,1887,375.2
MNE,1888,375.2
MNE,1889,375.2
MNE,1890,375.2
MNE,1891,375.2
MNE,1892,375.2
MNE,1893,375.2
MNE,1894,375.2
MNE,1895,375.2
MNE,1896,375.1
MNE,1897,375
MNE,1898,374.9
MNE,1899,374.6
MNE,1900,374.4
MNE,1901,374.1
MNE,1902,373.7
MNE,1903,373.2
MNE,1904,372.8
MNE,1905,372.2
MNE,1906,371.6
MNE,1907,370.9
MNE,1908,370.2
MNE,1909,369.4
MNE,1910,368.6
MNE,1911,367.7
MNE,1912,366.8
MNE,1913,366
MNE,1914,365.1
MNE,1915,364.2
MNE,1916,363.3
MNE,1917,362.4
MNE,1918,361.6
MNE,1919,360.7
MNE,1920,359.8
MNE,1921,349.8
MNE,1922,340
MNE,1923,330.4
MNE,1924,320.9
MNE,1925,311.7
MNE,1926,302.6
MNE,1927,294.6
MNE,1928,285.9
MNE,1929,277.2
MNE,1930,268.7
MNE,1931,260.4
MNE,1932,252.2
MNE,1933,244.2
MNE,1934,236.3
MNE,1935,228.5
MNE,1936,220.9
MNE,1937,213.4
MNE,1938,206.1
MNE,1939,198.8
MNE,1940,191.8
MNE,1941,185.6
MNE,1942,178.7
MNE,1943,172
MNE,1944,165.4
MNE,1945,158.9
MNE,1946,152.5
MNE,1947,146.3
MNE,1948,140.2
MNE,1949,134.2
MNE,1950,128.3
MNE,1951,127.3
MNE,1952,125
MNE,1953,122.5
MNE,1954,119.2
MNE,1955,115.8
MNE,1956,111
MNE,1957,106.8
MNE,1958,101.4
MNE,1959,96.71
MNE,1960,91.57
MNE,1961,86.59
MNE,1962,81.75
MNE,1963,77.58
MNE,1964,73.53
MNE,1965,69.57
MNE,1966,65.74
MNE,1967,62.47
MNE,1968,58.93
MNE,1969,55.57
MNE,1970,52.38
MNE,1971,49.83
MNE,1972,47.39
MNE,1973,45.5
MNE,1974,43.63
MNE,1975,41.57
MNE,1976,39.61
MNE,1977,37.74
MNE,1978,35.96
MNE,1979,34.26
MNE,1980,30.25
MNE,1981,29.68
MNE,1982,29.03
MNE,1983,28.31
MNE,1984,26.9
MNE,1985,24.6
MNE,1986,22.4
MNE,1987,20.5
MNE,1988,18.9
MNE,1989,17.6
MNE,1990,16.6
MNE,1991,16
MNE,1992,15.6
MNE,1993,15.3
MNE,1994,15.2
MNE,1995,15.1
MNE,1996,15
MNE,1997,14.9
MNE,1998,14.6
MNE,1999,14.3
MNE,2000,13.8
MNE,2001,13.2
MNE,2002,12.6
MNE,2003,11.9
MNE,2004,11.1
MNE,2005,10.4
MNE,2006,9.6
MNE,2007,8.9
MNE,2008,8.1
MNE,2009,7.4
MNE,2010,6.8
MNE,2011,6.2
MNE,2012,5.7
MNE,2013,5.3
MNE,2014,5
MNE,2015,4.7
MAR,1800,403.4
MAR,1801,403.4
MAR,1802,403.4
MAR,1803,403.4
MAR,1804,403.4
MAR,1805,403.4
MAR,1806,403.4
MAR,1807,403.4
MAR,1808,403.4
MAR,1809,403.4
MAR,1810,403.4
MAR,1811,403.4
MAR,1812,403.4
MAR,1813,403.4
MAR,1814,403.4
MAR,1815,403.4
MAR,1816,403.4
MAR,1817,403.4
MAR,1818,403.4
MAR,1819,403.4
MAR,1820,403.4
MAR,1821,403.4
MAR,1822,403.4
MAR,1823,403.4
MAR,1824,403.4
MAR,1825,403.4
MAR,1826,403.4
MAR,1827,403.4
MAR,1828,403.4
MAR,1829,403.4
MAR,1830,403.4
MAR,1831,403.4
MAR,1832,403.4
MAR,1833,403.4
MAR,1834,403.4
MAR,1835,403.4
MAR,1836,403.4
MAR,1837,403.4
MAR,1838,403.4
MAR,1839,403.4
MAR,1840,403.4
MAR,1841,403.4
MAR,1842,403.4
MAR,1843,403.4
MAR,1844,403.4
MAR,1845,403.4
MAR,1846,403.4
MAR,1847,403.4
MAR,1848,403.4
MAR,1849,403.4
MAR,1850,403.4
MAR,1851,403.4
MAR,1852,403.4
MAR,1853,403.4
MAR,1854,403.4
MAR,1855,403.4
MAR,1856,403.4
MAR,1857,403.4
MAR,1858,403.4
MAR,1859,403.4
MAR,1860,403.4
MAR,1861,403.4
MAR,1862,403.4
MAR,1863,403.4
MAR,1864,403.4
MAR,1865,403.4
MAR,1866,403.4
MAR,1867,403.4
MAR,1868,403.4
MAR,1869,403.4
MAR,1870,403.4
MAR,1871,403.4
MAR,1872,403.4
MAR,1873,403.4
MAR,1874,403.4
MAR,1875,403.4
MAR,1876,403.4
MAR,1877,403.4
MAR,1878,403.4
MAR,1879,403.4
MAR,1880,403.4
MAR,1881,403.4
MAR,1882,403.4
MAR,1883,403.4
MAR,1884,403.4
MAR,1885,403.4
MAR,1886,403.4
MAR,1887,403.4
MAR,1888,403.4
MAR,1889,403.4
MAR,1890,403.4
MAR,1891,403.4
MAR,1892,403.4
MAR,1893,403.4
MAR,1894,403.4
MAR,1895,403.4
MAR,1896,403.3
MAR,1897,403.2
MAR,1898,403.1
MAR,1899,402.9
MAR,1900,402.6
MAR,1901,402.2
MAR,1902,401.8
MAR,1903,401.3
MAR,1904,400.8
MAR,1905,400.2
MAR,1906,399.5
MAR,1907,398.8
MAR,1908,398
MAR,1909,397.2
MAR,1910,396.3
MAR,1911,395.4
MAR,1912,394.4
MAR,1913,393.5
MAR,1914,392.6
MAR,1915,391.6
MAR,1916,390.7
MAR,1917,389.6
MAR,1918,388.5
MAR,1919,387.4
MAR,1920,386.3
MAR,1921,385.2
MAR,1922,384.1
MAR,1923,383
MAR,1924,381.9
MAR,1925,380.8
MAR,1926,379.7
MAR,1927,378.7
MAR,1928,377.6
MAR,1929,376.5
MAR,1930,375.4
MAR,1931,374.3
MAR,1932,373.2
MAR,1933,372.2
MAR,1934,371.1
MAR,1935,370
MAR,1936,368.9
MAR,1937,367.8
